Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Optim_A	Optim_B	Optim_c	Optim_q	Optim_r	Optim_s	Optim_Lam	Optim_Nu	OptimCase	Margin	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.0	0.0	0.0	0.0	41.75	49.841625	143.0	0.0	1000.0	1130.0	0.03766666666666667	-0.28785482	0.30682912	1.2269317	-1.1456378	-0.3420353	0.5460097	1.1099079	-1.4730015	1.3038516e-08	-0.004891374	2.2351742e-08	-0.020546716	0.2439709	-0.20132074	76.38242	-34.310997	0.33642617	0.0	0.003318295	0.012957886	0.01675	0.0039276467	-0.0049271667	0.039840665	0.5060465	0.33642617	1.0	0.0	0.0	1.837877	0.007929739	30000	34.87838268280029
1	0.0	0.0	0.0	0.0	32.666668	55.496746	186.0	0.0	1000.0	2022.0	0.0337	-0.093415625	0.23956524	0.4909441	-0.8123025	2.8223233	3.9568946	15.810734	-5.496095	1.3038516e-08	-0.009707072	0.0	-0.0114230905	0.03849589	-0.008783133	45.06807	-13.857834	0.21419819	0.0	0.0059601027	0.01868429	0.007666668	0.006574488	-0.005238982	0.044673827	0.56479204	0.21419819	1.0	0.0	0.0	1.831419	0.007917012	60000	69.93424034118652
2	0.0	0.0	0.0	0.0	15.958333	32.79288	115.0	0.0	1000.0	2972.0	0.033022222222222224	-0.04196165	0.24267627	0.5794777	-0.6549821	3.311911	4.341078	26.124748	-3.9438407	1.1175871e-08	-0.011161869	5.2154064e-08	0.0017435685	0.03689228	-0.010011187	42.45357	-13.798064	0.0	0.0	0.0061386675	0.017401619	-0.009041667	0.0061520385	-0.0006486006	0.031462565	0.5546187	0.0	2.0	0.0	0.0	1.8083264	0.009055681	90000	105.16633081436157
3	0.0	0.0	0.0	0.0	28.458334	42.08521	147.0	0.0	1000.0	3868.0	0.032233333333333336	-0.021903016	0.24782185	0.4621516	-0.6973023	3.7748408	6.004924	33.731483	-2.1707253	-1.21071935e-08	-0.010399788	6.146729e-08	-0.005191901	0.033480134	-0.007850796	43.29941	-19.058134	0.0750791	0.0	0.0055481233	0.019692041	0.003458334	0.005578165	-0.0010801456	0.038836572	0.53079605	0.0750791	1.0	0.0	0.0	1.8259478	0.00882754	120000	140.79058623313904
4	0.041666668	0.1998263	1.0	0.0	31.583334	45.498093	195.0	0.0	1000.0	4835.0	0.032233333333333336	-0.0029386415	0.25053328	0.47170496	-0.610029	4.401502	6.9559646	41.784992	-3.6295352	3.7252903e-09	-0.01024843	-2.142042e-08	-0.0053382465	0.040960237	-0.0047722748	43.140106	-15.783468	0.06513458	0.0	0.0054734903	0.01923896	0.006583334	0.005474178	-0.00019787993	0.056948796	0.5333857	0.06513458	1.0	0.0	0.0	1.8212044	0.009788565	150000	177.2103476524353
5	0.041666668	0.1998263	1.0	0.0	38.875	46.125114	135.0	0.0	1000.0	6002.0	0.03334444444444445	-0.0010563601	0.22751977	0.5240217	-0.591101	3.1880221	5.2205114	40.929016	-1.046543	8.381903e-09	-0.0099152485	6.3329935e-08	-0.013116606	0.049379453	-0.009513746	39.420887	-9.614508	0.1040439	0.0	0.005663821	0.016722955	0.013875	0.0057293843	0.0019625535	0.0587467	0.5819669	0.1040439	1.0	0.0	0.0	1.7972264	0.0093552	180000	210.5344123840332
6	0.083333336	0.3996526	2.0	0.0	55.708332	73.64299	260.0	0.0	1000.0	7582.0	0.0361047619047619	-0.009019333	0.23999518	0.6744719	-0.5863786	3.8682625	5.72654	37.23719	-2.4138525	9.313226e-09	-0.0055548362	-7.450581e-09	-0.03379246	0.055860903	-0.010250602	73.61246	-22.180279	0.29553744	0.0	0.004252518	0.0082252575	0.030708332	0.0042840205	-0.0015883785	0.08008682	0.71903217	0.29553744	1.0	0.0	0.0	1.7927198	0.009878572	210000	242.22163605690002
7	0.083333336	0.2763854	1.0	0.0	11.458333	16.995047	50.0	0.0	1000.0	7907.0	0.032945833333333334	-0.028822085	0.226821	0.62881565	-0.58622754	3.808428	6.029098	45.446026	-2.3585107	-7.450581e-09	-0.009803586	1.8626451e-08	0.0030479971	0.051466625	-0.009868584	36.04499	-25.297506	0.0	0.0	0.004715267	0.014951752	-0.013541667	0.0048013064	-0.001767868	0.03632483	0.4899646	0.0	2.0	0.0	0.0	1.788726	0.009516963	240000	277.6159267425537
8	0.16666667	0.4714045	2.0	0.0	37.875	71.468124	275.0	0.0	1000.0	8941.0	0.03311481481481481	0.010406739	0.23309201	0.7397506	-0.61692345	1.893051	3.8747063	42.35676	-2.1811366	-9.313226e-09	-0.008250404	-2.2351742e-08	-0.019647785	0.0667678	-0.015535864	71.12839	-27.304592	0.16520104	0.0	0.0035714717	0.017279595	0.012875	0.003862766	-0.0042130495	0.060934193	0.45462868	0.16520104	1.0	0.0	0.0	1.7785403	0.008892269	270000	312.3427484035492
9	0.16666667	0.47140452	2.0	0.0	27.916666	39.76799	114.0	0.0	1000.0	9823.0	0.03274333333333333	0.005683771	0.2296717	0.6786523	-0.8172784	3.142714	5.795849	41.63029	-2.5564902	-5.5879354e-09	-0.009416532	2.6077032e-08	-0.003992947	0.06095321	-0.018625002	39.67978	-17.248795	0.09760864	0.0	0.0047882847	0.019830268	0.002916666	0.0050269933	-0.003458904	0.050119758	0.4913893	0.09760864	1.0	0.0	0.0	1.8052001	0.009432638	300000	347.3481664657593
