Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
3	0.53333336	1.4996296	6.0	0.0	30.866667	59.135845	215.0	0.0	3.0	2.828427	8.0	0.0	95.3	152.81561	482.0	0.0	784.4667	1000.0	11999	-0.32506573	-0.32503235	0.35093817	0.14874963	0.22621536	0.10000002	81.61767172813416
4	2.75	1.0897248	4.0	1.0	40.5	25.064917	65.0	0.0	3.9	2.8442924	8.0	0.0	99.4	188.90433	597.0	0.0	1000.0	1000.0	15999	-0.375791	-0.37597868	0.39699033	0.29713976	0.89414036	0.10000002	179.39336133003235
5	5.5	1.6583124	7.0	3.0	68.75	63.82936	173.0	0.0	3.3	3.1320918	9.0	1.0	19.1	19.490767	64.0	0.0	1000.0	1000.0	19999	0.9664175	0.96647525	-0.9669936	0.31786677	1.3240689	0.10000002	297.4861891269684
6	3.25	1.47902	5.0	1.0	69.0	93.55747	230.0	0.0	3.4	2.3748684	8.0	0.0	60.7	79.77349	227.0	0.0	1000.0	1000.0	23999	2.3569567	2.357205	-2.3331866	0.34880164	1.3076619	0.10000002	416.47419571876526
7	5.5	2.6925824	10.0	3.0	32.5	46.99202	113.0	0.0	4.6	2.1071308	8.0	0.0	133.4	95.29974	324.0	33.0	1000.0	1000.0	27999	3.8985572	3.8985815	-3.904937	0.41299316	1.4840271	0.10000002	535.847972869873
8	5.0	2.738613	9.0	2.0	142.25	135.33546	311.0	0.0	4.3	3.3481336	11.0	0.0	44.2	48.825813	169.0	0.0	1000.0	1000.0	31999	5.9379573	5.937926	-5.9249206	0.46909332	1.5505158	0.10000002	655.3526430130005
9	7.0	3.535534	13.0	4.0	81.25	47.13478	162.0	43.0	4.2	3.5721142	11.0	0.0	41.6	66.82245	226.0	0.0	1000.0	1000.0	35999	7.0739264	7.0741825	-7.0520954	0.5151242	1.5448467	0.10000002	773.9294974803925
10	5.25	3.0310888	9.0	1.0	32.5	38.428505	94.0	0.0	6.5	3.5	13.0	2.0	83.2	79.765656	280.0	0.0	1000.0	955.2	39999	8.345693	8.345666	-8.333608	0.49783885	1.6419466	0.10000002	891.7361190319061
11	4.25	2.1650636	7.0	1.0	109.75	116.72055	304.0	11.0	6.2	2.4413111	10.0	1.0	28.7	38.838257	131.0	0.0	1000.0	1000.0	43999	9.451818	9.451869	-9.414359	0.5134823	1.6260765	0.10000002	1010.5868337154388
12	5.0	1.2247449	6.0	3.0	25.75	17.949583	44.0	0.0	6.9	4.8259716	16.0	0.0	26.6	34.589592	115.0	0.0	1000.0	1000.0	47999	9.939972	9.940063	-9.89184	0.55167735	1.5936652	0.10000002	1129.142246723175
13	5.0	3.082207	8.0	0.0	31.75	34.251823	88.0	0.0	3.4	1.7435595	6.0	0.0	6.4	9.861034	23.0	0.0	1000.0	1000.0	51999	10.425728	10.425663	-10.372817	0.6084936	1.5933911	0.10000002	1247.4014756679535
14	4.0	2.5495098	7.0	1.0	33.25	33.46173	88.0	0.0	4.8	2.8213472	10.0	1.0	62.5	130.80998	448.0	0.0	1000.0	1000.0	55999	10.640773	10.640731	-10.563082	0.645097	1.5380708	0.10000002	1367.21586728096
15	6.0	2.5495098	9.0	2.0	29.0	21.563858	56.0	0.0	3.3	1.6763054	6.0	0.0	63.1	100.90039	273.0	0.0	1000.0	1000.0	59999	10.354365	10.354298	-10.249039	0.65881824	1.493393	0.10000002	1488.3797643184662
16	7.25	3.6314597	13.0	3.0	75.25	120.72153	284.0	0.0	6.2	2.7129319	10.0	2.0	42.9	63.468815	211.0	0.0	1000.0	1000.0	63999	9.918235	9.918112	-9.803199	0.6705752	1.5054678	0.10000002	1608.0521388053894
