Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Optim_A	Optim_B	Optim_c	Optim_q	Optim_r	Optim_s	Optim_Lam	Optim_Nu	OptimCase	Margin	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.0	0.0	0.0	0.0	19.083334	30.939344	103.0	0.0	1000.0	581.0	0.019366666666666667	-0.2430817	0.26962778	0.97401685	-1.6772244	-0.17068557	0.47270036	1.5846199	-1.4160714	-1.4901161e-08	-0.012565367	-2.9802322e-08	-0.001910578	0.31237513	-0.15931731	46.288895	-25.805523	0.0	0.0	0.007540534	0.019229833	-0.0059166662	0.0075527467	0.000745068	0.04545371	0.61452204	0.0	2.0	0.0	0.0	1.837877	0.00867339	30000	52.86454224586487
1	0.0	0.0	0.0	0.0	12.5	29.837057	129.0	0.0	1000.0	1159.0	0.019316666666666666	-0.32603964	0.28077298	1.0213637	-1.5706743	1.7812203	4.631508	24.444992	-8.495721	0.0	-0.012223563	-1.8626451e-08	0.0027182465	0.21179217	-0.0500096	34.396446	-21.710062	0.0	0.0	0.0071438216	0.01655342	-0.0125	0.0071659754	-0.0010021711	0.045334812	0.59858066	0.0	2.0	0.0	0.0	1.860804	0.009378085	60000	111.18336296081543
2	0.0	0.0	0.0	0.0	28.541666	52.09205	170.0	0.0	1000.0	1928.0	0.02142222222222222	-0.2096426	0.3299123	0.95910096	-1.5264473	2.6835256	6.455944	40.455982	-11.390967	-9.313226e-09	-0.01209365	-8.195639e-08	-0.007040222	0.16550207	-0.060172606	46.872665	-30.792427	0.10548123	0.0	0.0074794926	0.019873427	0.003541666	0.008171381	-0.00828048	0.099100254	0.61347896	0.10548123	1.0	0.0	0.0	1.892621	0.009100699	90000	163.9218327999115
3	0.0	0.0	0.0	0.0	63.458332	76.735466	330.0	0.0	1000.0	4090.0	0.034083333333333334	-0.15539035	0.33010182	1.007561	-1.3969305	6.5875683	11.117002	44.913273	-14.135925	-1.3038516e-08	-0.01111413	-4.4703484e-08	-0.04135696	0.11704939	-0.038266033	134.64368	-72.72433	0.1488582	0.0	0.009169374	0.013794624	0.038458332	0.009240773	-0.0041252677	0.23834871	0.8152952	0.1488582	1.0	0.0	0.0	1.9041346	0.008623549	120000	224.30684661865234
4	0.041666668	0.1998263	1.0	0.0	45.625	58.186348	189.0	0.0	1000.0	5352.0	0.03568	-0.13318476	0.28902143	0.65127045	-1.0893786	5.6893606	8.949107	51.43896	-9.018161	3.7252903e-09	-0.010050651	-6.7055225e-08	-0.022476565	0.08734005	-0.037539467	84.329124	-53.097965	0.13036062	0.0	0.0072949026	0.016849097	0.020625	0.0074151014	-0.004028344	0.1350059	0.65799326	0.13036062	1.0	0.0	0.0	1.9199046	0.008568255	150000	281.8072667121887
5	0.041666668	0.1998263	1.0	0.0	53.75	74.19695	269.0	0.0	1000.0	7260.0	0.04033333333333333	-0.0084858285	0.2839446	0.71148974	-0.9512314	7.3334	11.200476	53.696976	-8.265856	-7.450581e-09	-0.010170782	-2.9802322e-08	-0.026121736	0.07586481	-0.03155797	123.25574	-66.773056	0.06812254	0.0	0.0061346376	0.01647987	0.02875	0.006144806	0.0015451694	0.23481026	0.6101232	0.06812254	1.0	0.0	0.0	1.9291551	0.009006526	180000	329.152708530426
6	0.0	0.0	0.0	0.0	57.125	67.01574	268.0	0.0	1000.0	9068.0	0.04318095238095238	-0.04696914	0.24190773	0.64999366	-0.8731021	7.252171	9.4416	53.66192	-9.032264	1.3038516e-08	-0.0102836	-1.4901161e-08	-0.02710445	0.05119599	-0.020022374	115.496475	-53.604965	0.09795821	0.0	0.0065650498	0.014225241	0.032125	0.0066693635	0.004317643	0.17871146	0.67934316	0.09795821	1.0	0.0	0.0	1.9548314	0.00870662	210000	388.09524750709534
7	0.0	0.0	0.0	0.0	76.125	71.98976	226.0	0.0	1000.0	11188.0	0.04661666666666667	-0.0032804983	0.22776227	0.65488863	-0.81888115	6.6161747	9.311061	58.7	-3.412461	-1.8626451e-09	-0.0039146617	1.4901161e-08	-0.04831429	0.043503482	-0.021499252	149.87997	-73.02561	0.68482196	0.0	0.0073729116	0.0018414456	0.051125	0.0074693253	0.003725311	0.14394128	2.0009677	0.68482196	1.0	0.0	0.0	1.9616283	0.008708978	240000	432.6828598976135
8	0.16666667	0.372678	1.0	0.0	60.291668	86.685486	402.0	0.0	1000.0	12806.0	0.04742962962962963	0.047201034	0.24520494	0.7725066	-0.8850575	7.8318577	10.492988	60.372395	-4.6988716	7.450581e-09	-0.009178211	5.9604645e-08	-0.039352372	0.068590455	-0.033632785	157.69275	-92.51785	0.13891275	0.0	0.0065436168	0.014236366	0.035291668	0.006715354	-0.0060919495	0.21609662	0.67796826	0.13891275	1.0	0.0	0.0	1.9370093	0.008782214	270000	490.3235204219818
9	0.041666668	0.1998263	1.0	0.0	59.166668	54.497448	178.0	0.0	1000.0	14808.0	0.04936	0.006094863	0.22092807	0.784596	-0.72384983	6.7197227	8.77936	64.31234	-5.0406547	4.656613e-10	-0.009307619	1.4901161e-08	-0.03940963	0.043934345	-0.021059856	160.45215	-99.09999	0.11701193	0.0	0.0061371834	0.015012958	0.034166668	0.006268533	-0.005544923	0.23407888	0.6393688	0.11701193	1.0	0.0	0.0	1.9516118	0.008622896	300000	545.4616312980652
