Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
3	0.33333334	0.6236096	2.0	0.0	55.333332	77.51165	276.0	0.0	2.2	1.8867962	6.0	0.0	394.1	244.27257	736.0	40.0	960.3333	951.8	11999	-0.09627991	-0.09622574	0.11215	0.06321691	0.20796032	0.10000002	90.49843406677246
4	1.25	1.6393596	4.0	0.0	314.75	268.52036	709.0	0.0	0.7	0.78102493	2.0	0.0	76.1	124.622185	418.0	0.0	1000.0	1000.0	15999	-0.24407253	-0.24404985	0.25006816	0.089919925	0.48268497	0.10000002	201.64444065093994
5	0.25	0.4330127	1.0	0.0	107.5	137.7289	344.0	3.0	0.8	0.7483315	2.0	0.0	87.7	152.70891	484.0	0.0	1000.0	949.3	19999	0.022612514	0.022547297	-0.015883423	0.08748761	0.72770095	0.10000002	311.8983747959137
6	0.75	0.8291562	2.0	0.0	175.25	237.06473	581.0	0.0	2.1	1.7578396	6.0	0.0	107.8	123.84248	451.0	0.0	1000.0	1000.0	23999	0.8491455	0.84908414	-0.8448976	0.09711166	1.038085	0.10000002	422.46643447875977
7	2.0	1.5811388	4.0	0.0	126.75	136.04663	343.0	0.0	0.8	1.2489997	3.0	0.0	96.4	187.14497	596.0	0.0	1000.0	1000.0	27999	1.691954	1.6919837	-1.6810621	0.12174502	1.067073	0.10000002	532.0406498908997
8	2.25	0.8291562	3.0	1.0	11.0	19.052559	44.0	0.0	1.3	1.0049876	3.0	0.0	70.1	86.08304	292.0	0.0	966.25	1000.0	31999	2.1912818	2.1912875	-2.1686685	0.1231346	0.97152233	0.10000002	641.1457512378693
9	3.5	2.95804	8.0	0.0	125.0	117.78158	269.0	2.0	1.1	1.0440307	3.0	0.0	335.6	314.20892	931.0	0.0	1000.0	1000.0	35999	2.5517657	2.551738	-2.5247169	0.13252932	1.0078146	0.10000002	748.4829287528992
10	0.75	0.8291562	2.0	0.0	302.25	280.79385	752.0	22.0	0.8	0.8717798	2.0	0.0	124.9	216.07704	734.0	0.0	1000.0	1000.0	39999	3.3403265	3.3402462	-3.3261275	0.15138103	1.2675362	0.10000002	854.1367197036743
11	2.5	2.598076	6.0	0.0	282.75	167.7295	504.0	101.0	1.5	1.6881943	4.0	0.0	269.0	285.29318	922.0	0.0	1000.0	1000.0	43999	4.1872883	4.1872253	-4.1690664	0.16672298	1.3195574	0.10000002	958.8794004917145
12	3.75	2.58602	7.0	0.0	175.5	91.90892	283.0	49.0	2.1	2.2113345	6.0	0.0	134.6	196.81322	606.0	0.0	1000.0	1000.0	47999	5.0578423	5.057898	-5.0443115	0.19762994	1.4725766	0.10000002	1063.8421940803528
13	1.25	1.0897248	3.0	0.0	209.25	172.43893	483.0	39.0	2.9	2.0712316	6.0	0.0	180.5	256.1196	683.0	0.0	1000.0	1000.0	51999	6.001503	6.0016427	-5.9754734	0.22269271	1.4800804	0.10000002	1175.3426110744476
14	4.75	1.6393596	6.0	2.0	58.75	28.128056	100.0	29.0	3.3	2.3259406	7.0	0.0	171.2	189.4322	590.0	0.0	1000.0	1000.0	55999	6.2635837	6.2636538	-6.2194977	0.24384584	1.3587236	0.10000002	1286.4869775772095
15	3.25	3.9607449	10.0	0.0	97.25	28.760868	144.0	67.0	2.6	2.1999998	7.0	0.0	271.0	248.65479	734.0	0.0	1000.0	1000.0	59999	6.2355523	6.2355776	-6.186021	0.2629886	1.3401175	0.10000002	1399.4360749721527
16	2.0	1.2247449	4.0	1.0	245.25	195.75415	550.0	42.0	2.3	2.0518284	6.0	0.0	162.1	196.0589	650.0	0.0	1000.0	1000.0	63999	6.2886724	6.28866	-6.235095	0.28893042	1.3937604	0.10000002	1510.6585853099823
17	6.25	3.344772	12.0	4.0	122.25	119.71712	323.0	10.0	2.1	2.3	8.0	0.0	143.8	210.82448	617.0	0.0	1000.0	1000.0	67999	6.3077364	6.3077407	-6.2426405	0.31963077	1.3985269	0.10000002	1621.9384565353394
18	3.75	1.9202864	6.0	1.0	183.25	154.80855	449.0	62.0	2.0	3.224903	11.0	0.0	171.0	268.67862	906.0	0.0	1000.0	1000.0	71999	6.232822	6.232704	-6.16787	0.3483822	1.4353149	0.10000002	1733.1043882369995
19	7.5	2.0615528	11.0	6.0	13.5	19.045998	46.0	0.0	4.5	6.07042	20.0	0.0	149.4	159.5495	411.0	0.0	1000.0	1000.0	75999	6.473056	6.4730725	-6.4057617	0.3653112	1.5126741	0.10000002	1844.4428355693817
20	2.5	3.2787192	8.0	0.0	230.0	281.97784	699.0	4.0	5.5	4.4553337	14.0	1.0	142.2	153.55768	372.0	0.0	1000.0	998.6	79999	6.7614837	6.7614236	-6.6881943	0.37022763	1.5417422	0.10000002	1957.9895086288452
21	2.5	3.2015622	8.0	0.0	260.75	133.21857	410.0	93.0	4.8	3.6551332	11.0	0.0	193.6	230.45528	689.0	0.0	1000.0	1000.0	83999	6.939968	6.9399533	-6.8593354	0.39436516	1.5717715	0.10000002	2069.6897530555725
