Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Optim_A	Optim_B	Optim_c	Optim_q	Optim_r	Optim_s	Optim_Lam	Optim_Nu	OptimCase	Margin	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.17857143	0.42708072	2.0	0.0	150.01785	133.72447	556.0	0.0	1000.0	8991.0	0.14985	-0.2615123	0.5188211	2.0007136	-2.2891557	0.004936591	0.6560527	2.5652437	-2.5530171	-5.5879354e-09	-0.034705907	-1.4901161e-08	-0.12423036	0.38814774	-0.29233533	515.3865	-319.74402	0.11686653	0.0	0.086603224	0.014208104	0.12501785	0.08661991	-0.006711646	2.6985056	2.4688742	0.11686653	1.0	0.0	0.0	11.027262	0.008962035	60000	234.57797837257385
1	0.3392857	0.63461983	2.0	0.0	160.71428	138.02066	498.0	0.0	1000.0	18641.0	0.15534166666666666	-0.093666404	0.16290642	0.63109154	-0.75905156	14.188272	10.80575	31.187328	-13.957941	-7.450581e-09	-0.03397808	-1.6763806e-08	-0.12975693	0.11165103	-0.019940937	213.32349	-35.208145	0.1237924	0.0	0.09008238	0.014055169	0.13571428	0.09059767	-0.039955843	3.098215	2.5316396	0.1237924	1.0	0.0	0.0	11.033126	0.008931032	120000	488.97940254211426
2	0.23214285	0.5666654	3.0	0.0	146.26785	139.11589	497.0	0.0	1000.0	27755.0	0.15419444444444444	-0.05930636	0.17394775	0.8893257	-0.6087532	14.610156	12.719046	38.26212	-10.872201	0.0	-0.033276096	-1.2665987e-07	-0.118276626	0.09600146	-0.01570917	183.46893	-39.50299	0.1323227	0.0	0.08569399	0.014355795	0.121267855	0.08659611	-0.048481505	2.6054852	2.4432142	0.1323227	1.0	0.0	0.0	11.031617	0.008976869	180000	774.7104320526123
3	0.32142857	0.9839269	6.0	0.0	157.25	132.0874	513.0	0.0	1000.0	37018.0	0.15424166666666667	-0.09530479	0.18199992	0.8230492	-0.70366883	16.573977	14.613232	44.130337	-15.54912	1.8626451e-09	-0.030198041	3.7252903e-08	-0.13379826	0.09951593	-0.01512292	171.64279	-34.173836	0.14098045	0.0	0.07905007	0.013667552	0.13225	0.08089222	-0.07133003	2.7619748	2.4049485	0.14098045	1.0	0.0	0.0	11.024587	0.008989516	240000	1036.0341289043427
4	0.23214285	0.56666535	3.0	0.0	158.30357	131.17285	477.0	0.0	1000.0	46691.0	0.15563666666666667	-0.0755943	0.177815	0.9087241	-0.6333552	15.488742	11.959343	44.27986	-8.642972	-1.9092113e-08	-0.03361531	6.7055225e-08	-0.13238195	0.08281295	-0.01710452	250.16202	-52.065155	0.10990809	0.0	0.085872814	0.015026053	0.13330357	0.08740483	-0.07398147	3.572584	2.3905916	0.10990809	1.0	0.0	0.0	11.014404	0.008965158	300000	1286.9790081977844
5	0.2857143	0.58901507	3.0	0.0	150.92857	114.86076	395.0	0.0	1000.0	55811.0	0.15503055555555556	-0.0816285	0.16732445	0.929747	-0.61393017	14.037823	12.855733	46.25265	-9.961032	-1.8626451e-09	-0.031929653	5.9604645e-08	-0.122549996	0.085978955	-0.017718542	165.21735	-38.505	0.11405816	0.0	0.07737499	0.014739686	0.12592858	0.07839022	-0.05532239	3.0146499	2.291164	0.11405816	1.0	0.0	0.0	11.01842	0.008983947	360000	1516.4351179599762
6	0.08928572	0.34209365	2.0	0.0	161.41072	125.786064	503.0	0.0	1000.0	65611.0	0.15621666666666667	-0.13040817	0.1865239	0.7455602	-0.7504105	17.688118	14.492371	49.281807	-12.819436	3.7252903e-09	-0.032218583	-8.195639e-08	-0.13274227	0.071913026	-0.01369983	183.09381	-38.061184	0.11464884	0.0	0.082589306	0.014300303	0.13641073	0.08325087	-0.046473917	3.2647142	2.4031966	0.11464884	1.0	0.0	0.0	11.021532	0.008966016	420000	1782.9759664535522
7	0.30357143	0.67927593	3.0	0.0	143.91072	125.1879	453.0	0.0	1000.0	74479.0	0.15516458333333333	-0.11705327	0.16932306	0.6672216	-0.7671933	13.899215	12.251438	46.90983	-11.957912	-4.656613e-09	-0.033001125	2.2351742e-08	-0.12097572	0.087948866	-0.01706414	191.22086	-44.716446	0.12180519	0.0	0.07863883	0.015100351	0.11891072	0.08086508	-0.080154076	2.885872	2.2820492	0.12180519	1.0	0.0	0.0	11.026001	0.008962134	480000	2036.8657224178314
8	0.25	0.54281014	2.0	0.0	147.10715	124.97438	432.0	0.0	1000.0	83194.0	0.15406296296296296	-0.085598595	0.20024587	1.0782617	-0.6695407	14.079839	13.731934	51.807877	-12.246729	5.122274e-09	-0.034320973	0.0	-0.117993906	0.082554676	-0.018824322	206.45784	-64.17554	0.08884392	0.0	0.08202512	0.016241916	0.12210715	0.08356172	-0.078079805	3.9674888	2.2472677	0.08884392	1.0	0.0	0.0	11.028347	0.009017615	540000	2319.5265159606934
9	0.17857143	0.46702486	2.0	0.0	156.83928	125.83745	383.0	0.0	1000.0	92735.0	0.15455833333333333	-0.08704694	0.16900747	0.87150043	-0.6040271	15.815725	12.297032	53.297974	-9.117273	1.1175871e-08	-0.03233782	-2.2351742e-08	-0.12695974	0.079713196	-0.014644332	190.69385	-54.55115	0.10339712	0.0	0.08180869	0.015421837	0.13183928	0.08389073	-0.08890847	3.7966309	2.3032002	0.10339712	1.0	0.0	0.0	11.032013	0.008987333	600000	2543.8460314273834
