Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
64	13.25	0.4330127	14.0	13.0	40.0	40.099876	84.0	0.0	12.6	1.2	15.0	11.0	55.6	38.341103	137.0	0.0	1000.0	1000.0	255999	16.624905	3.3854132	32.427696	-2.8967123	16.624853	3.3864942	32.844025	-2.247766	-16.68603	0.21142805	3375.485664129257
65	13.25	1.299038	14.0	11.0	68.75	19.879324	95.0	49.0	12.9	2.0223749	16.0	10.0	64.2	33.975876	133.0	16.0	1000.0	1000.0	259999	16.708372	3.3796902	33.144264	-2.284935	16.708134	3.381456	33.026024	-2.5307577	-16.775444	0.2091818	3428.832218170166
66	11.75	1.299038	13.0	10.0	44.75	16.39169	72.0	29.0	12.5	1.6278821	15.0	10.0	61.8	24.95115	113.0	26.0	1000.0	1000.0	263999	16.778065	3.3837266	32.480137	-2.7724836	16.777985	3.3844237	33.13581	-3.3879812	-16.84884	0.20888785	3481.839407682419
67	14.25	1.9202864	16.0	11.0	62.0	43.20301	131.0	14.0	12.9	1.1357816	14.0	11.0	51.1	22.371634	94.0	16.0	1000.0	1000.0	267999	16.83629	3.373935	31.6032	-3.3989456	16.836107	3.375084	33.050438	-4.8239236	-16.905113	0.20393853	3534.889018535614
68	13.5	0.5	14.0	13.0	43.25	36.87394	86.0	0.0	12.3	1.6763054	14.0	9.0	62.2	39.71851	132.0	0.0	1000.0	1000.0	271999	16.906918	3.3649275	33.489086	-4.214888	16.90684	3.365501	32.65928	-3.3025343	-16.960428	0.20557125	3587.4077265262604
69	13.5	1.5	16.0	12.0	54.5	34.9106	86.0	0.0	12.8	1.6	15.0	11.0	59.1	43.71373	149.0	0.0	1000.0	1000.0	275999	16.964712	3.3495514	32.69141	-3.24416	16.9646	3.3502107	33.59653	-2.657214	-17.033464	0.2039704	3641.4204988479614
70	13.25	1.299038	15.0	12.0	51.25	35.237587	98.0	0.0	12.5	1.5652477	14.0	9.0	50.6	27.6702	100.0	13.0	1000.0	1000.0	279999	17.030897	3.3330173	31.705154	-3.8129923	17.030806	3.33408	32.280773	-3.3600175	-17.099031	0.20960414	3694.840917825699
71	13.75	1.47902	16.0	12.0	36.5	25.460754	72.0	0.0	11.4	2.6532998	14.0	4.0	41.1	22.496445	85.0	0.0	1000.0	1000.0	283999	17.090944	3.3280783	34.291283	-1.5746133	17.0908	3.3290737	32.98001	-1.3714633	-17.151323	0.19960558	3748.4181423187256
72	13.75	1.47902	16.0	12.0	27.25	36.47859	90.0	0.0	13.0	1.0954452	15.0	11.0	44.0	44.413963	123.0	0.0	1000.0	1000.0	287999	17.156471	3.3336353	31.334232	-2.5129905	17.156288	3.334816	32.383846	-1.8146544	-17.222178	0.21425226	3801.9780085086823
73	11.75	1.9202864	14.0	9.0	64.25	35.095406	118.0	31.0	12.5	1.3601471	14.0	10.0	50.6	31.452185	106.0	7.0	1000.0	1000.0	291999	17.209942	3.3236125	31.814247	-1.7744162	17.209917	3.324204	32.879375	-1.0277388	-17.273863	0.21139541	3855.5289511680603
