Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	0.33333334	0.6236096	2.0	0.0	196.83333	75.52134	342.0	40.0	1000.0	5872.0	0.19573333333333334	-0.35674918	0.28275758	0.50606275	-1.2655997	-0.41292885	0.5420902	1.0340028	-1.7060723	1.44355e-08	0.012290377	2.2351742e-08	-2.229819e-05	0.39671627	-0.30718344	556.67865	-339.36884	0	0	1.0	1.837877	0.025788868	30000	35.48057675361633
1	0.20833333	0.64415103	3.0	0.0	157.375	110.11124	447.0	0.0	1000.0	10466.0	0.17443333333333333	-0.00250787	0.340608	1.0480736	-0.93928945	17.924784	0.42753622	18.906141	14.958108	-2.8871e-08	0.06959539	5.9604645e-08	-0.00011318177	0.05575187	-0.010476973	255.9911	-72.28245	0	0	1.0	1.8390031	0.10226049	60000	70.37029194831848
2	0.16666667	0.372678	1.0	0.0	196.20833	142.79268	616.0	0.0	1000.0	16661.0	0.18512222222222222	0.027326351	0.26593995	0.9543453	-0.8199243	13.791837	7.696025	25.296701	-5.125844	4.656613e-09	0.0014881985	-2.0861626e-07	0.0027733617	0.12831134	-0.04848581	263.297	-112.33745	0	0	1.0	1.8399177	0.00783104	90000	117.30197882652283
3	0.41666666	0.6400955	2.0	0.0	178.08333	109.41051	373.0	0.0	1000.0	22067.0	0.18389166666666668	0.07602917	0.4695062	1.4696897	-1.3276001	19.626234	11.928744	42.012157	-4.6005387	-7.450581e-09	-0.008554406	-1.7881393e-07	0.005510384	0.10748529	-0.018959422	175.54257	-28.585625	0	0	79.0	1.8408042	0.00527836	120000	172.49234986305237
4	0.29166666	0.53845197	2.0	0.0	252.125	121.76046	526.0	53.0	1000.0	29169.0	0.19446	0.061784856	0.35446575	1.3091831	-1.0278753	21.277845	10.523334	44.710255	-5.7786264	9.313226e-09	-0.009079795	-3.7252903e-08	0.0077799447	0.11011414	-0.017355762	201.37788	-37.608456	0	0	79.0	1.8224294	0.0055946847	150000	239.07528614997864
5	0.5	0.70710677	2.0	0.0	198.25	94.418945	399.0	34.0	1000.0	35403.0	0.19668333333333332	0.1504651	0.48629177	1.7205689	-1.3377345	23.303696	11.699255	52.69949	-0.73591864	1.4901161e-08	-0.008491375	-5.9604645e-08	0.0047463654	0.1554959	-0.051509056	180.67097	-31.155407	0	0	79.0	1.8143514	0.0053556534	180000	298.7047564983368
6	1.4583334	1.3222193	5.0	0.0	254.58333	108.05512	512.0	0.0	1000.0	43422.0	0.20677142857142858	0.23046586	0.42536744	1.5472066	-1.0856955	24.965145	10.660719	54.281265	1.6479787	7.450581e-09	0.002877064	-2.9802322e-08	-0.011268863	0.17646511	-0.028165992	202.34692	-40.022316	0	0	5.0	1.7952863	0.011285952	210000	357.4889934062958
7	1.3333334	1.1055416	4.0	0.0	237.58333	96.747925	516.0	89.0	1000.0	50699.0	0.21124583333333333	0.31206903	0.44240472	1.7631867	-0.96017414	26.961954	11.301365	60.39799	-11.246355	-3.7252903e-09	0.0062139556	2.6077032e-08	0.0050213262	0.14777306	-0.04216592	184.2657	-30.08231	0	0	1.0	1.7940643	0.0142427925	240000	406.7562952041626
8	1.2083334	1.0399987	4.0	0.0	279.70834	73.843575	501.0	162.0	1000.0	59188.0	0.2192148148148148	0.39878562	0.51942635	1.975042	-0.9002633	26.396519	11.353157	62.79743	3.5169027	-1.8626451e-09	-0.0005537447	2.2351742e-08	0.008032278	0.19427255	-0.060345232	174.9467	-31.633232	0	0	1.0	1.7936211	0.004987425	270000	462.1576850414276
9	1.0833334	0.7592028	2.0	0.0	258.75	101.86153	499.0	61.0	1000.0	66868.0	0.22289333333333333	0.35591182	0.44482452	1.6564887	-0.9584826	28.921183	11.050661	64.64697	3.5647144	9.313226e-09	-0.001047849	-2.2351742e-08	0.0012771531	0.14859423	-0.03998813	176.96915	-26.965723	0	0	1.0	1.7937132	0.000495195	300000	510.85580825805664
10	1.375	1.1836561	4.0	0.0	237.08333	103.70548	528.0	24.0	1000.0	73818.0	0.22369090909090908	0.28383687	0.42291284	1.4242202	-0.9685816	24.777203	11.788829	63.72639	-13.005262	-2.0489097e-08	-0.0016553696	-1.2665987e-07	-0.0028928183	0.17696553	-0.05605942	186.45758	-28.574566	0	0	1.0	1.7940435	0.0016021373	330000	564.9874172210693
11	1.625	1.0332998	4.0	0.0	309.75	119.68161	571.0	22.0	1000.0	82681.0	0.22966944444444445	0.4250511	0.55580896	2.0662766	-1.0612043	26.624897	12.268726	65.53669	0.36396435	-6.519258e-09	-0.0015784448	5.9604645e-08	0.0013234112	0.14815077	-0.040827118	227.2268	-50.03393	0	0	1.0	1.7945037	0.00090103084	360000	617.5848541259766
12	1.75	1.010363	4.0	0.0	230.41667	99.77095	388.0	0.0	1000.0	89645.0	0.22985897435897437	0.46435684	0.5495926	1.9385867	-0.8022469	27.512568	13.218343	70.856995	-3.0092807	-1.3038516e-08	-0.001434012	1.1920929e-07	0.0029167207	0.14654163	-0.026243359	164.28278	-29.259731	0	0	1.0	1.7949004	0.0013151347	390000	673.3844072818756
