Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
3	0.0	0.0	0.0	0.0	0.5	0.7637626	2.0	0.0	0.1	0.29999998	1.0	0.0	94.5	280.84344	937.0	0.0	1000.0	1000.0	11999	-0.004720593	-0.004715808	0.017335827	0.00062130083	0.120558076	0.10000002	61.435152530670166
4	0.5	0.5	1.0	0.0	246.25	409.87216	956.0	0.0	0.2	0.4	1.0	0.0	286.6	433.6755	958.0	0.0	1000.0	1000.0	15999	0.14834169	0.14833601	-0.14170413	0.012972418	0.24757832	0.10000002	152.24037957191467
5	1.75	1.47902	4.0	0.0	61.0	95.872314	227.0	2.0	1.4	1.6248076	4.0	0.0	100.2	88.964935	340.0	6.0	1000.0	1000.0	19999	0.9634194	0.9634382	-0.97152656	0.030325199	0.4312401	0.10000002	243.28993105888367
6	2.0	2.0	4.0	0.0	53.5	76.82935	186.0	0.0	2.8	2.0880613	6.0	0.0	112.1	185.47694	638.0	0.0	858.5	1000.0	23999	2.9168432	2.9168787	-2.9674826	0.05323602	1.0803684	0.10000002	334.41336965560913
7	4.5	1.118034	6.0	3.0	30.25	32.31389	84.0	4.0	3.3	2.8653097	10.0	0.0	93.7	186.06076	624.0	3.0	1000.0	1000.0	27999	5.541056	5.541057	-5.5468135	0.07773494	1.0318108	0.10000002	425.3777332305908
8	6.5	2.291288	10.0	4.0	13.5	14.534442	38.0	0.0	4.5	2.8372521	10.0	0.0	62.1	131.57237	451.0	0.0	1000.0	914.9	31999	6.962895	6.9629707	-6.954039	0.105111174	1.0428066	0.10000002	517.1897130012512
9	6.0	2.236068	9.0	3.0	151.0	198.54344	489.0	6.0	6.0	3.193744	10.0	0.0	41.2	54.090294	195.0	4.0	1000.0	1000.0	35999	8.799093	8.799151	-8.801318	0.13568635	1.2340451	0.10000002	609.813764333725
10	4.75	3.112475	8.0	0.0	174.5	251.8705	608.0	4.0	3.4	2.2449944	8.0	0.0	89.9	131.24287	399.0	0.0	945.25	1000.0	39999	10.627257	10.6273	-10.618737	0.13795544	1.2366987	0.10000002	701.3758375644684
11	4.5	3.640055	10.0	0.0	179.25	161.48897	410.0	11.0	5.7	3.5227828	13.0	1.0	65.3	111.885704	393.0	0.0	1000.0	1000.0	43999	11.510642	11.510701	-11.47067	0.15024275	1.0768397	0.10000002	791.227552652359
12	7.75	3.9607449	13.0	3.0	77.5	107.8645	264.0	6.0	4.1	3.645545	10.0	0.0	124.1	205.73062	539.0	0.0	1000.0	1000.0	47999	12.274709	12.274748	-12.2338085	0.18699616	1.2072498	0.10000002	881.1017932891846
13	7.0	2.1213202	10.0	4.0	58.75	45.37276	107.0	4.0	4.1	2.8792357	9.0	0.0	99.8	125.913315	418.0	0.0	1000.0	1000.0	51999	13.316737	13.316632	-13.27258	0.20305942	1.2866156	0.10000002	971.1336450576782
14	7.25	1.299038	9.0	6.0	41.0	33.429028	84.0	5.0	7.6	4.476606	15.0	1.0	139.9	119.7259	279.0	0.0	1000.0	1000.0	55999	13.746537	13.746489	-13.678519	0.22405474	1.1910074	0.10000002	1063.4870195388794
15	9.75	2.4874685	12.0	6.0	21.5	24.377243	63.0	4.0	3.4	3.1368775	11.0	0.0	149.7	175.35452	484.0	0.0	1000.0	954.2	59999	14.231225	14.231201	-14.160357	0.23575513	1.2605298	0.10000002	1151.9246459007263
16	5.75	4.322904	13.0	2.0	174.0	130.43964	354.0	9.0	4.7	4.172529	12.0	0.0	149.4	220.71529	751.0	0.0	1000.0	1000.0	63999	14.304511	14.304495	-14.217524	0.23462689	1.2048668	0.10000002	1243.9597556591034
17	8.75	2.2776084	11.0	5.0	13.0	13.2664995	33.0	1.0	7.6	3.0066593	11.0	0.0	136.4	197.37589	528.0	5.0	1000.0	1000.0	67999	14.448043	14.448076	-14.362789	0.24572891	1.2797048	0.10000002	1334.625259399414
18	6.5	3.640055	11.0	2.0	87.75	98.8746	254.0	0.0	5.5	4.609772	12.0	0.0	108.2	179.4641	561.0	0.0	1000.0	1000.0	71999	14.681562	14.681583	-14.598217	0.24130636	1.2821343	0.10000002	1426.746255159378
19	8.0	4.0620193	14.0	3.0	23.25	33.921783	82.0	3.0	3.4	4.4090815	12.0	0.0	257.4	285.08182	903.0	0.0	1000.0	1000.0	75999	14.929349	14.929364	-14.836838	0.25197244	1.2729437	0.10000002	1519.3158693313599
20	8.0	1.0	9.0	7.0	44.5	40.43204	103.0	3.0	6.4	3.746999	11.0	0.0	182.5	247.43454	858.0	2.0	1000.0	1000.0	79999	14.947323	14.947356	-14.846453	0.25552416	1.2441636	0.10000002	1610.6644418239594
21	6.0	2.828427	10.0	2.0	88.0	44.71577	161.0	50.0	4.1	2.9816103	9.0	0.0	103.2	136.4535	398.0	0.0	1000.0	1000.0	83999	15.03895	15.039009	-14.945078	0.27363208	1.3002269	0.10000002	1700.6085991859436
22	8.0	1.5811388	10.0	6.0	62.25	9.337424	72.0	48.0	8.6	3.8781438	12.0	1.0	59.5	71.632744	208.0	2.0	1000.0	1000.0	87999	15.147147	15.147182	-15.042422	0.28106493	1.2707869	0.10000002	1793.1324870586395
23	3.0	1.7320508	6.0	2.0	338.5	146.67226	484.0	118.0	4.5	3.748333	12.0	0.0	113.2	158.27936	450.0	0.0	1000.0	1000.0	91999	15.020644	15.020537	-14.910471	0.27789053	1.2262238	0.10000002	1884.8372197151184
24	8.75	1.7853571	11.0	7.0	18.75	11.233321	38.0	11.0	6.2	3.7094474	12.0	0.0	41.7	66.73088	231.0	0.0	1000.0	1000.0	95999	14.675165	14.675085	-14.55255	0.29201946	1.1435344	0.10000002	1976.0904092788696
25	5.0	4.1231055	10.0	0.0	286.0	265.47598	559.0	0.0	3.8	3.1559467	9.0	0.0	182.1	265.10468	731.0	0.0	1000.0	1000.0	99999	14.24931	14.249359	-14.127197	0.31260857	1.1722459	0.10000002	2067.5375611782074
26	8.25	4.43706	14.0	3.0	115.0	113.57156	257.0	2.0	5.5	4.080441	13.0	0.0	112.6	148.91286	479.0	0.0	1000.0	1000.0	103999	14.089193	14.08924	-13.969619	0.30004194	1.2296557	0.10000002	2158.1824135780334
27	3.75	2.6809514	8.0	1.0	173.75	87.85037	285.0	56.0	5.1	4.0112343	13.0	0.0	159.0	167.43297	463.0	0.0	1000.0	1000.0	107999	13.893712	13.89363	-13.772774	0.31206036	1.2081627	0.10000002	2248.4587032794952
28	7.5	3.8405728	11.0	1.0	101.75	148.60582	359.0	9.0	4.8	3.3999999	9.0	0.0	228.1	254.70825	888.0	13.0	1000.0	1000.0	111999	13.843332	13.84331	-13.728135	0.32084316	1.2528726	0.10000002	2340.942735671997
