Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	0.0	0.0	0.0	0.0	29.25	39.385117	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	861.5	1000.0	3999	2.9868433	1.5994655	8.005878	-1.9766219	2.9868743	1.5994921	7.9971113	-1.7314571	-6.832753	1.8671923	7.304079	-16.184769	-3.427035	0.030704869	83.73758316040039
2	0.0	0.0	0.0	0.0	59.25	49.058002	126.0	6.0	0.0	0.0	0.0	0.0	74.4	223.2	744.0	0.0	950.25	1000.0	7999	8.896652	2.2184463	16.838537	-3.9732127	8.896696	2.218369	16.93408	-3.6983707	-5.671598	2.5384634	25.352383	-16.927004	-9.368495	0.07482262	182.3916928768158
3	0.6	0.48989794	1.0	0.0	18.4	12.076423	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	825.2	1000.0	11999	15.115744	2.5766137	28.442503	-5.1445394	15.1157675	2.5764425	29.135109	-4.250601	-4.8099236	3.0026832	29.549995	-17.390697	-15.592471	0.16861637	281.1048300266266
4	0.25	0.4330127	1.0	0.0	63.0	35.064228	100.0	20.0	0.0	0.0	0.0	0.0	45.9	130.53157	437.0	0.0	1000.0	1000.0	15999	19.573734	2.8693957	34.81109	-8.6636095	19.573706	2.8691056	34.777996	-6.6875296	-5.078071	2.8599606	45.89531	-16.437996	-19.964857	0.20326675	378.04845333099365
5	0.0	0.0	0.0	0.0	26.75	21.764362	49.0	4.0	0.0	0.0	0.0	0.0	44.3	90.01117	257.0	0.0	1000.0	1000.0	19999	22.053677	3.3026824	38.254715	-6.7379375	22.053637	3.3028486	37.859364	-7.9254994	-5.490916	2.658212	38.224476	-17.607613	-22.392727	0.23302719	476.47271275520325
6	0.0	0.0	0.0	0.0	20.75	10.328964	32.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	966.25	1000.0	23999	23.42635	3.5071099	38.932762	-6.997894	23.426338	3.5071595	39.24921	-7.5681057	-5.6581693	2.5706425	37.46892	-17.699173	-23.737629	0.30456656	573.6873009204865
7	0.33333334	0.4714045	1.0	0.0	12.5	20.377684	57.0	0.0	0.0	0.0	0.0	0.0	31.1	68.563034	220.0	0.0	775.6667	1000.0	27999	24.138737	3.6034815	40.260414	-8.98045	24.138792	3.6016831	40.379208	-6.234976	-5.660894	2.5712366	36.810387	-16.663197	-24.430109	0.36109033	673.2071461677551
8	0.5	0.8660254	2.0	0.0	11.75	6.609652	22.0	5.0	0.0	0.0	0.0	0.0	95.5	286.5	955.0	0.0	1000.0	1000.0	31999	24.409992	3.7066052	41.799835	-9.779607	24.41009	3.7044	41.579758	-10.993156	-5.525737	2.6341882	41.522255	-18.173569	-24.692196	0.39144883	771.2246963977814
9	0.25	0.4330127	1.0	0.0	51.5	24.763885	77.0	12.0	0.0	0.0	0.0	0.0	1.6	3.3226495	10.0	0.0	1000.0	1000.0	35999	24.66032	3.7952487	42.192307	-5.8180747	24.660393	3.7945378	42.07247	-6.604846	-5.5305085	2.6029418	34.044235	-17.843647	-24.932014	0.4024336	870.0668032169342
10	0.25	0.4330127	1.0	0.0	43.5	17.69887	66.0	19.0	0.0	0.0	0.0	0.0	43.3	129.90001	433.0	0.0	1000.0	1000.0	39999	24.63412	3.7951138	41.729214	-9.239254	24.634226	3.793228	42.250725	-9.074317	-5.640905	2.5496743	36.80323	-17.527718	-24.894964	0.3865496	968.4644169807434
