Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
3	0.2	0.54160255	2.0	0.0	46.333332	53.55952	159.0	0.0	1.1	0.83066237	2.0	0.0	53.9	76.62695	267.0	0.0	760.4667	883.2	11999	0.077239916	0.07734486	-0.048232254	0.13664526	0.6626998	0.10000002	83.2836709022522
4	0.6	0.48989794	1.0	0.0	102.2	109.882484	275.0	0.0	2.0	1.183216	4.0	0.0	60.9	56.310658	159.0	0.0	898.0	1000.0	15999	0.6663072	0.6662375	-0.6425313	0.18611223	0.96913296	0.10000002	185.1960735321045
5	3.75	2.58602	7.0	0.0	82.5	64.81705	153.0	2.0	1.1	1.2206556	3.0	0.0	154.1	176.30908	476.0	0.0	1000.0	1000.0	19999	2.0700994	2.070161	-2.0370572	0.23179431	1.5575297	0.10000002	288.67681789398193
6	2.75	0.4330127	3.0	2.0	159.75	96.75065	327.0	96.0	1.2	0.59999996	2.0	0.0	103.1	145.23735	493.0	0.0	1000.0	1000.0	23999	4.7251835	4.7250986	-4.685534	0.33746073	2.3713937	0.10000002	393.0532195568085
7	2.75	0.4330127	3.0	2.0	85.0	59.653164	157.0	0.0	0.6	0.66332495	2.0	0.0	121.8	129.66095	445.0	0.0	1000.0	1000.0	27999	7.42112	7.42117	-7.3572283	0.3826099	2.425674	0.10000002	494.87828516960144
8	4.0	1.5811388	6.0	2.0	137.5	56.91441	206.0	61.0	1.1	0.53851646	2.0	0.0	126.2	149.87648	504.0	0.0	1000.0	1000.0	31999	9.39067	9.390826	-9.301856	0.41391474	2.5205977	0.10000002	598.159951210022
9	4.25	1.299038	6.0	3.0	56.25	58.50801	154.0	0.0	2.2	1.7776388	6.0	0.0	79.2	135.55205	467.0	0.0	1000.0	1000.0	35999	11.149749	11.149844	-11.043382	0.4463617	2.6831462	0.10000002	701.9016761779785
10	4.0	1.7320508	5.0	1.0	87.0	53.193043	144.0	0.0	1.9	1.5779734	5.0	0.0	34.7	55.438347	170.0	0.0	1000.0	1000.0	39999	12.519178	12.519253	-12.403849	0.47711492	2.6701334	0.10000002	804.7782537937164
11	3.25	2.2776084	7.0	1.0	89.25	51.533363	120.0	0.0	3.7	1.7916472	6.0	2.0	102.5	125.14971	356.0	0.0	1000.0	1000.0	43999	13.587333	13.587325	-13.465444	0.47917655	2.6995845	0.10000002	906.7399854660034
12	3.25	2.4874685	7.0	1.0	91.0	41.15823	159.0	49.0	4.6	2.5377154	10.0	1.0	36.6	40.047974	102.0	0.0	1000.0	954.0	47999	14.356583	14.356624	-14.2191305	0.51607186	2.6219313	0.10000002	1006.5552442073822
