Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	0.0	0.0	0.0	0.0	30.0	54.66626	139.0	0.0	0.1	0.29999998	1.0	0.0	284.0	351.45212	793.0	0.0	783.2	454.1	3999	0.18553273	0.23968372	1.9269618	-0.7403227	0.1855207	0.23958074	1.9657216	-0.5433314	-0.29827547	0.0018625126	44.52604007720947
2	0.0	0.0	0.0	0.0	4.5	6.689544	16.0	0.0	0.5	0.92195445	3.0	0.0	496.6	332.8676	885.0	0.0	964.5	745.0	7999	0.87052083	0.48151928	3.4109726	-0.56715536	0.8705268	0.48154345	3.3788428	-0.5496334	-1.0039886	0.0037099672	99.7492938041687
3	0.5	0.5	1.0	0.0	324.5	292.80582	773.0	55.0	0.3	0.64031243	2.0	0.0	572.3	243.61612	981.0	0.0	1000.0	907.6	11999	1.7127277	0.7258918	13.948371	-0.768738	1.7126772	0.72632486	13.08712	-0.7860379	-1.8905189	0.017398976	154.99863982200623
4	2.25	2.8613808	7.0	0.0	492.75	245.69633	689.0	72.0	1.9	2.0223749	6.0	0.0	513.7	256.0391	946.0	175.0	1000.0	1000.0	15999	2.5695875	1.0356957	15.727619	-0.78421324	2.5695043	1.0364221	16.624441	-0.9465352	-2.74779	0.05048562	210.26648044586182
5	3.5	1.8027756	6.0	1.0	274.0	143.12407	496.0	96.0	3.5	3.442383	10.0	0.0	226.3	222.24225	785.0	0.0	1000.0	907.4	19999	3.1718543	1.537563	17.221601	-1.5198802	3.1717782	1.5382122	17.397678	-0.99043304	-3.333183	0.061090376	264.1167743206024
6	1.2	1.4696938	4.0	0.0	337.2	230.56575	671.0	0.0	1.4	2.57682	9.0	0.0	545.8	222.07826	928.0	262.0	825.4	1000.0	23999	3.6061394	1.9313915	17.055532	-1.3659973	3.6061382	1.9313806	18.78695	-1.120055	-3.7571943	0.0666309	318.3891694545746
7	0.5	0.8660254	2.0	0.0	467.0	180.8079	770.0	294.0	4.9	3.6180103	11.0	0.0	373.6	289.14813	826.0	27.0	1000.0	943.4	27999	3.8370636	2.0859509	19.485397	-1.8651108	3.8370426	2.0858757	19.826942	-2.0429869	-3.9667952	0.057072267	375.79830980300903
8	1.0	1.2247449	3.0	0.0	711.25	214.3856	867.0	342.0	5.0	4.0249224	12.0	0.0	493.2	222.44316	944.0	64.0	1000.0	1000.0	31999	4.111142	2.408098	21.95728	-3.0690353	4.111124	2.4079187	21.98872	-2.9728947	-4.251847	0.06473346	431.29238963127136
9	3.5	4.387482	11.0	0.0	372.0	247.43382	794.0	164.0	4.5	4.080441	15.0	0.0	298.7	168.82361	580.0	11.0	1000.0	984.3	35999	4.46775	2.7668145	24.45734	-2.8093157	4.4677467	2.7667654	23.895144	-2.6657076	-4.6196136	0.08417685	487.4543101787567
10	4.75	3.6996622	11.0	2.0	160.5	160.50156	322.0	0.0	3.9	3.9357338	13.0	0.0	499.9	297.3545	918.0	18.0	815.25	1000.0	39999	4.7110343	3.032569	26.317621	-2.942306	4.7109075	3.0326452	26.560873	-2.8732061	-4.8628907	0.094496384	541.3636989593506
11	9.0	5.8309517	17.0	1.0	203.25	152.42436	379.0	2.0	6.8	5.7930994	19.0	0.0	337.9	239.41614	768.0	0.0	1000.0	1000.0	43999	4.89972	3.3607423	28.126738	-2.3046103	4.899672	3.3606565	28.552025	-2.2290204	-5.045258	0.116308115	598.406676530838
12	1.5	1.118034	3.0	0.0	322.0	128.66429	471.0	164.0	6.0	5.215362	15.0	0.0	376.1	277.304	950.0	19.0	1000.0	1000.0	47999	5.0713944	3.677636	27.042692	-2.7351544	5.0713077	3.6779494	27.689245	-2.911717	-5.2136545	0.11616633	654.9190053939819
13	6.25	6.456586	17.0	0.0	408.25	332.5157	927.0	0.0	4.4	4.862098	15.0	0.0	242.5	241.20375	700.0	0.0	1000.0	1000.0	51999	5.2415056	3.8852296	28.742437	-3.6091597	5.241299	3.8854654	28.792885	-3.6575918	-5.394679	0.13075396	708.2183630466461
