Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.08928572	0.2851557	1.0	0.0	90.48214	85.08588	381.0	0.0	1000.0	5350.0	0.08916666666666667	-0.17281826	0.64801997	2.4105911	-2.5040286	0.16153985	0.7849352	2.8731985	-2.5836494	-5.2154064e-08	-0.09277367	-1.1175871e-07	-0.17431046	0.524762	-0.4325127	246.07915	-101.07074	0.99999994	0.03189546	0.19921623	0.0	11.027262	0.009003665	60000	97.81781935691833
1	0.10714286	0.3092948	1.0	0.0	71.67857	65.66775	247.0	0.0	1000.0	9651.0	0.080425	-0.07903018	0.14070036	0.5841631	-0.7082413	7.4656553	6.4374433	21.61996	-10.155131	1.8626451e-08	-0.07894194	2.9802322e-08	-0.14629701	0.08880889	-0.012819121	85.254135	-13.875051	1.0318954	0.03173554	0.23639722	0.0	11.025866	0.009003099	120000	216.42620015144348
2	0.08928572	0.2851557	1.0	0.0	79.53571	67.804596	261.0	0.0	1000.0	14493.0	0.08051666666666667	-0.085631825	0.15948302	0.84187746	-0.73323363	7.012782	6.0144606	22.849308	-6.5633645	1.4901161e-08	-0.086131945	3.7252903e-08	-0.15727888	0.07894487	-0.010153093	104.61671	-16.862211	1.0636309	0.03248906	0.2176171	0.0	11.035813	0.008978978	180000	337.1827654838562
3	0.10714286	0.3092948	1.0	0.0	57.44643	61.6389	249.0	0.0	1000.0	17848.0	0.07436666666666666	-0.0970221	0.1614034	0.7010098	-0.72551334	6.643048	6.923064	31.686644	-9.59632	9.313226e-09	-0.07927033	1.8626451e-08	-0.14232536	0.076131165	-0.0107996445	75.04755	-18.708572	1.09612	0.03183329	0.24257295	0.0	11.028833	0.008966131	240000	448.34775257110596
4	0.071428575	0.31943828	2.0	0.0	85.05357	79.38005	398.0	0.0	1000.0	22845.0	0.07615	-0.09532268	0.15864322	0.6085328	-0.6303494	5.92078	5.755247	32.041138	-5.5945153	-3.3527613e-08	-0.08589241	-5.5879354e-08	-0.15472445	0.0740474	-0.009263116	106.46294	-20.232899	1.1279533	0.032977343	0.2206456	0.0	11.024417	0.0090448875	300000	564.3268420696259
5	0.071428575	0.25753936	1.0	0.0	81.80357	68.53946	257.0	0.0	1000.0	27891.0	0.077475	-0.0857158	0.15822935	0.5297887	-0.6895193	7.9494343	7.7470255	34.81146	-5.923975	-3.7252903e-08	-0.0995785	-5.2154064e-08	-0.17848197	0.07081482	-0.010308804	111.11245	-20.34721	1.1609306	0.033831596	0.1922342	0.0	11.018521	0.00900485	360000	689.58385014534
6	0.17857143	0.42708072	2.0	0.0	86.75	91.50864	427.0	0.0	1000.0	33218.0	0.0790904761904762	-0.098428294	0.15363316	0.47439855	-0.6219825	7.9104433	7.0374484	35.585075	-6.1924753	-4.8428774e-08	-0.10152591	-8.940697e-08	-0.17910221	0.080317095	-0.0133293215	140.3888	-28.922596	1.1947622	0.034704566	0.18777356	0.0	11.024132	0.009013908	420000	810.5932104587555
7	0.125	0.3307189	1.0	0.0	79.96429	65.610855	248.0	0.0	1000.0	38078.0	0.07932916666666667	-0.06974051	0.18316847	0.73061216	-0.71552914	8.763414	8.290879	38.910534	-9.198747	-3.7252903e-08	-0.10859819	-7.4505806e-08	-0.19220638	0.07365802	-0.013496072	121.1887	-25.256704	1.2294668	0.03528452	0.17871444	0.0	11.04123	0.008984089	480000	920.2239508628845
8	0.071428575	0.25753936	1.0	0.0	83.80357	64.86123	273.0	0.0	1000.0	43239.0	0.08007222222222223	-0.1014145	0.16974424	0.5885867	-0.64848655	7.9535365	5.8884087	33.41153	-9.211082	1.4901161e-08	-0.10422679	1.6763806e-08	-0.17982455	0.0646757	-0.009909153	123.315765	-18.418509	1.2647513	0.035963297	0.18108848	0.0	11.047004	0.008991183	540000	1039.1200697422028
9	0.10714286	0.3092948	1.0	0.0	75.05357	67.39765	258.0	0.0	1000.0	47973.0	0.079955	-0.092807226	0.16402613	0.61299014	-0.64395666	7.91688	6.404806	33.860405	-9.319218	-2.9802322e-08	-0.10259879	-2.2351742e-08	-0.1767214	0.07054734	-0.01211206	114.29558	-26.814627	1.3007146	0.03627312	0.18823548	0.0	11.060464	0.008997964	600000	1158.2399706840515
10	0.16071428	0.36726722	1.0	0.0	86.07143	65.53785	238.0	0.0	1000.0	53080.0	0.08042424242424243	-0.06953316	0.19149548	0.6583108	-0.6897561	8.252367	7.467115	42.844276	-9.227474	0.0	-0.11548881	1.1175871e-08	-0.19572026	0.07291144	-0.013647784	122.75105	-27.526413	1.3369877	0.03701079	0.16674265	0.0	11.060887	0.009014188	660000	1280.672078371048
11	0.16071428	0.36726722	1.0	0.0	76.08929	68.31342	288.0	0.0	1000.0	57644.0	0.08006111111111111	-0.08261755	0.1759919	0.6500982	-0.6315774	7.4164667	6.1453257	41.079853	-9.330808	-3.259629e-08	-0.10244581	-5.5879354e-08	-0.1721054	0.071810305	-0.011035372	105.81461	-27.954338	1.3739985	0.037317634	0.18822855	0.0	11.04082	0.008995277	720000	1383.2473084926605
12	0.14285715	0.39769745	2.0	0.0	103.53571	82.650505	329.0	0.0	1000.0	63623.0	0.08156794871794872	-0.08660997	0.14717388	0.52870524	-0.5569869	8.304176	7.7397423	49.206566	-11.930031	-2.9802322e-08	-0.1201188	-5.9604645e-08	-0.20092812	0.07224131	-0.011240924	131.4318	-32.834797	1.4113162	0.038474202	0.16204116	0.0	11.042338	0.009050127	780000	1502.5583670139313
13	0.035714287	0.18557689	1.0	0.0	73.35714	68.14178	266.0	0.0	1000.0	68091.0	0.08106071428571429	-0.096575625	0.15242735	0.65721136	-0.62192637	8.676874	8.893092	50.14157	-9.907049	-2.9802322e-08	-0.12994176	-4.4703484e-08	-0.21451975	0.05934018	-0.007468202	129.0312	-34.58717	1.4497904	0.038496017	0.15064031	0.0	11.038826	0.008988883	840000	1622.4097850322723
14	0.16071428	0.4130369	2.0	0.0	98.0	91.39065	378.0	0.0	1000.0	74106.0	0.08234	-0.10516943	0.18262199	0.6298856	-0.6626167	8.463208	6.50524	36.496906	-11.744464	4.0978193e-08	-0.10948459	6.7055225e-08	-0.17870215	0.06806587	-0.013003042	152.25937	-27.046936	1.4882864	0.039483547	0.1721477	0.0	11.043953	0.008991864	900000	1734.1517498493195
15	0.17857143	0.42708072	2.0	0.0	81.92857	82.085945	332.0	0.0	1000.0	79015.0	0.08230729166666667	-0.03447963	0.18108472	0.6094969	-0.59332377	9.00762	7.546116	41.235245	-11.759982	-9.685755e-08	-0.10838151	-1.7136335e-07	-0.17698187	0.075163424	-0.011551136	119.69652	-23.221811	1.5277699	0.039811015	0.17733508	0.0	11.035032	0.008961735	960000	1854.1873018741608
16	0.14285715	0.3499271	1.0	0.0	62.482143	71.39302	296.0	0.0	1000.0	82838.0	0.08121372549019608	-0.07519364	0.16104406	0.6376219	-0.6112967	6.9821916	7.4310064	48.16709	-12.123428	4.0978193e-08	-0.09975763	7.4505806e-08	-0.15906143	0.06128696	-0.008254593	86.00984	-23.824411	1.5675809	0.039171696	0.19457524	0.0	11.025215	0.008996379	1020000	1974.2501113414764
17	0.125	0.3307189	1.0	0.0	97.75	89.98041	339.0	0.0	1000.0	88722.0	0.08215	-0.08203777	0.17828318	0.58472055	-0.5793412	7.156636	6.900823	52.91203	-10.607396	-3.7252903e-08	-0.13087732	-7.4505806e-08	-0.20982248	0.06766291	-0.011421071	160.16985	-38.54019	1.6067526	0.04024458	0.14580294	0.0	11.019569	0.0089623295	1080000	2094.6132950782776
18	0.08928572	0.2851557	1.0	0.0	89.21429	74.36655	263.0	0.0	1000.0	93924.0	0.08238947368421053	-0.07773047	0.17582434	0.673602	-0.5747935	8.941925	7.830647	53.451077	-10.134532	2.9802322e-08	-0.12813486	3.7252903e-08	-0.2030015	0.06165968	-0.012762524	117.406685	-31.302193	1.6469972	0.040891528	0.15133893	0.0	11.019835	0.008986475	1140000	2201.4513745307922
19	0.125	0.3307189	1.0	0.0	73.53571	67.11263	274.0	0.0	1000.0	98428.0	0.08202333333333334	-0.08871548	0.17666075	0.5084326	-0.6888331	8.577011	8.048599	58.045254	-12.408521	0.0	-0.12829801	-1.4901161e-08	-0.20066246	0.06863737	-0.012695733	113.26266	-33.107803	1.6878887	0.040774226	0.15300104	0.0	11.013847	0.008996449	1200000	2331.1483359336853
20	0.10714286	0.3092948	1.0	0.0	81.14286	68.91984	302.0	0.0	1000.0	103303.0	0.08198650793650794	-0.06763066	0.2054632	0.6774755	-0.59429556	7.3514194	6.752141	53.14803	-10.4282255	7.450581e-09	-0.119986795	1.4901161e-08	-0.18654242	0.06479949	-0.0078041633	103.85284	-28.501602	1.728663	0.041079402	0.16415502	0.0	11.017136	0.008992165	1260000	2450.8766231536865
21	0.10714286	0.3092948	1.0	0.0	70.73214	69.32081	354.0	0.0	1000.0	107796.0	0.08166363636363637	-0.112322755	0.19689837	0.50881356	-0.6972022	7.7448974	8.024078	54.062256	-11.657086	-2.0489097e-08	-0.122850254	-3.3527613e-08	-0.18873903	0.07094739	-0.016767185	103.6988	-29.403858	1.7697424	0.040843844	0.16261388	0.0	11.0204315	0.00896654	1320000	2569.456895828247
22	0.10714286	0.3092948	1.0	0.0	56.089287	54.458138	236.0	0.0	1000.0	111282.0	0.0806391304347826	-0.11193497	0.17226933	0.53873	-0.74763036	6.106724	6.6632614	58.932358	-12.95279	7.450581e-09	-0.102116376	0.0	-0.1554034	0.059456605	-0.012963925	72.72796	-18.604221	1.8105862	0.039774895	0.18970588	0.0	11.023399	0.008958697	1380000	2683.42045211792
23	0.08928572	0.2851557	1.0	0.0	67.67857	64.18948	262.0	0.0	1000.0	115412.0	0.08014722222222222	-0.10363997	0.15721995	0.46316707	-0.6192146	6.57757	6.6063995	54.818066	-10.232104	-1.4901161e-08	-0.12631507	-2.9802322e-08	-0.19161114	0.06764607	-0.012716366	98.584885	-26.605135	1.8503611	0.039555907	0.15547113	0.0	11.021375	0.008990197	1440000	2804.1409418582916
24	0.10714286	0.36246043	2.0	0.0	86.69643	63.399784	294.0	0.0	1000.0	120518.0	0.08034533333333334	-0.0932988	0.17391983	0.5748316	-0.64037883	6.6031504	6.1656504	59.737114	-24.743912	4.9360096e-08	-0.1308061	7.4505806e-08	-0.197813	0.067171335	-0.014427512	121.92192	-41.770092	1.889917	0.04043889	0.14829026	0.0	11.012428	0.008945542	1500000	2925.4137785434723
25	0.10714286	0.3092948	1.0	0.0	74.89286	61.5884	322.0	0.0	1000.0	125231.0	0.08027628205128205	-0.101510175	0.18301578	0.6345189	-0.64830005	8.728767	7.22372	48.506615	-8.990847	-2.9802322e-08	-0.13373941	-2.9802322e-08	-0.20056838	0.06063716	-0.012447549	112.96248	-27.412815	1.9303559	0.040611506	0.1463915	0.0	11.001244	0.008998524	1560000	3034.3873732089996
26	0.071428575	0.25753936	1.0	0.0	109.01786	81.11995	292.0	0.0	1000.0	131701.0	0.08129691358024692	-0.093912125	0.17512761	0.6168785	-0.54109114	8.293147	5.7234163	36.220943	-8.356679	-1.8626451e-08	-0.13768041	-2.9802322e-08	-0.2042346	0.056127355	-0.0123518715	170.213	-54.943436	1.9709674	0.0424484	0.14160258	0.0	10.996715	0.008994821	1620000	3147.9403867721558
27	0.16071428	0.52701265	2.0	0.0	83.25	84.3721	310.0	0.0	1000.0	136797.0	0.08142678571428572	-0.08642409	0.16341269	0.53504044	-0.5545302	7.6216187	8.184018	56.89459	-25.285192	5.9604645e-08	-0.13826086	5.9604645e-08	-0.20492524	0.06894917	-0.013841169	136.78873	-44.751823	2.0134158	0.042865276	0.13777457	0.0	11.005584	0.009002054	1680000	3266.8275899887085
28	0.14285715	0.3499271	1.0	0.0	83.0	94.21385	524.0	0.0	1000.0	141889.0	0.08154540229885057	-0.09843072	0.16306801	0.5657111	-0.64263964	8.747472	9.220848	59.05497	-4.1042624	-1.8626451e-08	-0.15780985	-1.4901161e-08	-0.23235953	0.0645752	-0.010470109	168.91077	-55.999172	2.056281	0.0432446	0.12471315	0.0	10.984358	0.008928387	1740000	3386.1174182891846
29	0.10714286	0.3092948	1.0	0.0	71.58929	82.96853	313.0	0.0	1000.0	146021.0	0.08112277777777778	-0.06027605	0.17036316	0.5140667	-0.60822535	9.015856	7.760698	56.44799	-16.066263	2.2351742e-08	-0.14805776	2.9802322e-08	-0.21681619	0.06093698	-0.014373062	108.84538	-38.45018	2.0995257	0.04295039	0.13726875	0.0	10.968206	0.008968873	1800000	3498.8968744277954
