Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	0.17857143	0.42708072	2.0	0.0	150.01785	133.72447	556.0	0.0	1000.0	8991.0	0.14985	-0.2615123	0.5188211	2.0007136	-2.2891557	0.004936591	0.6560527	2.5652437	-2.5530171	-1.4901161e-08	-0.09803827	-1.4901161e-08	-0.28377587	0.38814774	-0.29233533	515.3865	-319.74402	0.99999994	0.032038152	1.0	11.027262	0.14508975	60000	125.77978825569153
1	0.30357143	0.8220107	5.0	0.0	139.41072	137.54659	451.0	0.0	1000.0	17605.0	0.14670833333333333	-0.10848872	0.15774643	0.62603813	-0.70454276	12.585291	10.471703	30.933064	-13.589311	7.4505806e-08	-0.051756687	1.4901161e-07	-0.15468097	0.12868182	-0.024100304	184.56616	-37.33912	1.0320381	0.0326066	1.0	11.028579	0.083004534	120000	251.13206148147583
2	0.21428572	0.557875	3.0	0.0	168.01785	123.979904	459.0	0.0	1000.0	27845.0	0.15469444444444444	-0.05533188	0.1904305	1.1600423	-0.78191906	16.205706	12.904727	37.82389	-13.624438	-1.6763806e-08	-0.042486086	-3.3527613e-08	-0.12564296	0.10588529	-0.019129446	201.5375	-27.153229	1.0646447	0.03329897	1.0	11.029844	0.06470816	180000	388.48915791511536
3	0.125	0.38090587	2.0	0.0	118.875	125.23108	465.0	0.0	1000.0	34991.0	0.14579583333333335	-0.08184523	0.15266305	0.7602258	-0.70208776	13.653543	12.309634	42.37211	-10.7858925	5.2154064e-08	-0.03266257	1.0430813e-07	-0.09469067	0.0895116	-0.012869298	169.81253	-35.284653	1.0979437	0.03319478	1.0	11.030483	0.050149255	240000	517.5074193477631
4	0.071428575	0.3194383	2.0	0.0	161.91072	133.84897	434.0	0.0	1000.0	44883.0	0.14961	-0.13424802	0.1546457	0.7484651	-0.7183046	13.862258	11.925421	43.418488	-9.601644	3.7252903e-08	-0.03238072	7.4505806e-08	-0.091103986	0.0771165	-0.012706915	177.48848	-38.214832	1.1311384	0.03403282	1.0	11.0310135	0.046945058	300000	642.1768879890442
5	0.25	0.63386565	3.0	0.0	144.44643	138.41809	473.0	0.0	1000.0	53511.0	0.14864166666666667	-0.12950078	0.16185854	0.5514201	-0.78742564	15.937013	13.6761465	46.24542	-6.4469295	0.0	-0.06128996	3.7252903e-09	-0.15562257	0.08244783	-0.015231904	201.75285	-45.94162	1.1651713	0.03467834	2.0	11.03102	0.07153909	360000	767.7425384521484
6	0.19642857	0.43995303	2.0	0.0	168.30357	125.84442	565.0	0.0	1000.0	64175.0	0.15279761904761904	-0.075290315	0.14777121	0.69982153	-0.61706704	16.30653	13.442624	52.84976	-8.039202	-4.4703484e-08	-0.06633271	-1.1920929e-07	-0.17405988	0.07706818	-0.014124403	196.70775	-37.608215	1.1998496	0.03553307	2.0	11.032621	0.09252531	420000	900.0820791721344
7	0.2857143	0.6185896	2.0	0.0	161.96428	121.431786	407.0	0.0	1000.0	73841.0	0.15383541666666667	-0.056122843	0.16866916	0.7398982	-0.59843594	16.551233	13.209455	52.87235	-17.353184	2.9802322e-08	-0.06430761	4.4703484e-08	-0.1709828	0.09218703	-0.0171553	204.22034	-34.52852	1.2353827	0.03623569	2.0	11.034497	0.1062454	480000	1026.9508185386658
8	0.17857143	0.5703114	3.0	0.0	136.98215	119.27227	444.0	0.0	1000.0	81750.0	0.15138888888888888	-0.08932928	0.14415865	0.58997893	-0.5565934	13.891275	12.183331	45.968895	-7.05965	-3.3527613e-08	-0.01816862	-7.4505806e-08	-0.056217708	0.0884143	-0.017570183	172.74103	-33.855232	1.2716184	0.036334753	1.0	11.034868	0.041491885	540000	1159.5638208389282
9	0.16071428	0.52701265	3.0	0.0	144.33928	129.82602	424.0	0.0	1000.0	90594.0	0.15099	-0.10064225	0.16701719	0.67817014	-0.700835	13.577895	11.641123	46.07343	-10.517765	-2.6077032e-08	-0.050829004	-5.2154064e-08	-0.13005781	0.0709964	-0.015719336	190.8891	-46.244823	1.3079531	0.036853194	2.0	11.03513	0.07449642	600000	1285.1018512248993
