Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Optim_A	Optim_B	Optim_c	Optim_q	Optim_r	Optim_s	Optim_Lam	Optim_Nu	OptimCase	Margin	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.23214285	0.53422415	2.0	0.0	60.017857	83.01947	389.0	0.0	1000.0	3806.0	0.06343333333333333	-0.17564066	0.65414137	2.3526874	-2.5708368	0.1830196	0.78157943	3.187727	-2.5887716	8.381903e-09	-0.040446386	1.4901161e-08	-0.037460707	0.5407051	-0.44303775	184.58301	-77.12132	0.057394758	0.0	0.08685897	0.019192701	0.035017855	0.0869649	-0.012684648	1.5189531	2.1273518	0.057394758	1.0	0.0	0.0	11.027262	0.008918133	60000	44.43908929824829
1	0.19642857	0.51476914	3.0	0.0	49.142857	60.75461	249.0	0.0	1000.0	6747.0	0.056225	-0.08000432	0.17193131	0.83344126	-0.7574781	4.9980626	5.805083	22.971926	-13.35566	-2.3283064e-09	-0.04097572	-4.4703484e-08	-0.026709456	0.10108255	-0.015087271	109.221504	-20.787558	0.054177985	0.0	0.08574432	0.019586947	0.024142856	0.086221136	-0.02593935	1.4111434	2.0922778	0.054177985	1.0	0.0	0.0	11.027575	0.008992845	120000	87.1152548789978
2	0.21428572	0.48968962	2.0	0.0	53.482143	59.210876	240.0	0.0	1000.0	10089.0	0.05605	-0.11402132	0.171031	0.7390365	-0.697851	5.329377	5.711352	26.387663	-7.6557317	-5.5879354e-09	-0.03979622	-3.3527613e-08	-0.024528015	0.08930098	-0.014768463	105.891594	-28.940083	0.047350395	0.0	0.082390964	0.019479517	0.028482143	0.08253968	-0.015224532	1.5586147	2.0566041	0.047350395	1.0	0.0	0.0	11.024458	0.0090186	180000	138.28135919570923
3	0.125	0.3307189	1.0	0.0	54.964287	59.40117	257.0	0.0	1000.0	13509.0	0.0562875	-0.09780031	0.15739551	0.72591835	-0.6811488	4.655275	6.688563	34.80523	-10.583817	-1.3969839e-08	-0.038918637	7.450581e-09	-0.027440734	0.0712601	-0.013689563	94.769966	-20.409523	0.048204616	0.0	0.07889398	0.019377984	0.029964287	0.07895162	-0.009121293	1.443467	2.0177512	0.048204616	1.0	0.0	0.0	11.018566	0.008923288	240000	185.77566862106323
4	0.14285715	0.3499271	1.0	0.0	55.660713	61.726147	225.0	0.0	1000.0	16865.0	0.056216666666666665	-0.12731044	0.14014159	0.5189191	-0.6029039	6.039898	7.656094	34.888813	-7.443203	-4.656613e-09	-0.041630547	2.9802322e-08	-0.030892346	0.06868568	-0.00919099	110.13624	-28.535583	0.052513033	0.0	0.0872506	0.019461524	0.030660713	0.087660715	-0.026757985	1.7458125	2.1173654	0.052513033	1.0	0.0	0.0	11.017817	0.008979792	300000	241.3057644367218
5	0.19642857	0.39729637	1.0	0.0	47.5	65.37201	280.0	0.0	1000.0	19669.0	0.054636111111111114	-0.09352897	0.158073	0.5660397	-0.61677873	5.670576	7.410948	37.85279	-10.020217	2.0489097e-08	-0.039679945	-1.8626451e-09	-0.022491433	0.07630484	-0.012146134	86.10861	-25.80257	0.053564005	0.0	0.080170125	0.01969784	0.0225	0.08134414	-0.04435074	1.6754303	2.0174232	0.053564005	1.0	0.0	0.0	11.019986	0.009027628	360000	283.24413990974426
6	0.16071428	0.4130369	2.0	0.0	32.5	45.06622	169.0	0.0	1000.0	21757.0	0.051802380952380954	-0.13248356	0.19573015	0.71060705	-0.68499696	4.1584334	6.046257	36.423355	-9.073824	-4.656613e-09	-0.040238373	-3.7252903e-08	-0.011556925	0.07462903	-0.011466989	84.04793	-25.453512	0.047150306	0.0	0.079308584	0.019952161	0.0075	0.08070269	-0.04048723	1.1758176	1.9937245	0.047150306	1.0	0.0	0.0	11.00518	0.0090113	420000	338.5532007217407
7	0.25	0.5088502	2.0	0.0	57.75	75.4764	283.0	0.0	1000.0	25148.0	0.05239166666666667	-0.060410883	0.23057243	0.8590213	-0.6265301	4.9496536	5.522505	42.195087	-7.756432	-9.313226e-10	-0.039158493	0.0	-0.034025814	0.08059272	-0.015304621	118.61253	-34.6219	0.05592339	0.0	0.077452846	0.019326808	0.03275	0.077800594	-0.02353833	1.5932508	2.0018826	0.05592339	1.0	0.0	0.0	11.010992	0.008981805	480000	386.3325295448303
8	0.17857143	0.38299304	1.0	0.0	76.32143	75.59977	392.0	0.0	1000.0	29626.0	0.05486296296296296	-0.03989314	0.17646743	0.6535238	-0.5840342	5.3237786	7.2230167	46.479164	-10.254937	-1.792796e-08	-0.039545592	1.4901161e-08	-0.052326072	0.06943055	-0.009269096	163.6692	-32.419308	0.05413868	0.0	0.08101277	0.01883133	0.051321425	0.081120305	-0.015567502	2.253747	2.0741315	0.05413868	1.0	0.0	0.0	11.012485	0.008987822	540000	436.332457780838
9	0.14285715	0.39769748	2.0	0.0	50.857143	78.01635	361.0	0.0	1000.0	32782.0	0.05463666666666667	-0.086679675	0.1467926	0.525877	-0.5380634	5.9387817	6.1325865	43.958294	-11.043037	-8.381903e-09	-0.039212212	5.9604645e-08	-0.025216483	0.06043213	-0.008679554	110.94867	-20.867924	0.054099698	0.0	0.07859491	0.019536357	0.025857143	0.07906916	-0.026151255	1.4420424	2.0057435	0.054099698	1.0	0.0	0.0	11.02964	0.008992347	600000	491.7599470615387
