Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
30	0.0	0.0	0.0	0.0	1.0	1.7320508	4.0	0.0	0.0	0.0	0.0	0.0	7.4	12.807811	37.0	0.0	1000.0	1000.0	119999	1.0782818	1.3045722	14.742376	-2.9341207	1.078304	1.3050315	15.1761875	-2.9786997	-1.3136373	0.051618528	1785.9536600112915
31	0.0	0.0	0.0	0.0	5.0	8.6602545	20.0	0.0	0.0	0.0	0.0	0.0	3.6	9.254189	31.0	0.0	1000.0	1000.0	123999	0.98187315	1.3904737	16.72687	-2.768079	0.9819487	1.3908677	16.009638	-2.5065827	-1.2099929	0.05081467	1846.0556473731995
32	0.0	0.0	0.0	0.0	1.5	2.0615528	5.0	0.0	0.0	0.0	0.0	0.0	88.0	261.0069	871.0	0.0	1000.0	1000.0	127999	0.8417015	1.4706211	17.333593	-3.7155068	0.84143424	1.4712113	16.330793	-3.5392168	-1.0727823	0.053453997	1904.163479089737
33	0.25	0.4330127	1.0	0.0	22.25	31.387697	76.0	0.0	0.0	0.0	0.0	0.0	93.6	266.54688	893.0	0.0	1000.0	1000.0	131999	0.65620106	1.438877	15.448849	-4.063924	0.6563571	1.4392256	15.888484	-4.057719	-0.8829812	0.050794177	1961.9316527843475
34	0.0	0.0	0.0	0.0	26.0	30.667572	75.0	0.0	0.0	0.0	0.0	0.0	10.0	21.31666	72.0	0.0	1000.0	1000.0	135999	0.4975431	1.4458637	15.777792	-4.6929135	0.49757093	1.4462465	15.250391	-4.5268345	-0.72702175	0.05141504	2021.2472131252289
35	0.0	0.0	0.0	0.0	0.25	0.4330127	1.0	0.0	0.1	0.29999998	1.0	0.0	2.6	7.1582117	24.0	0.0	1000.0	1000.0	139999	0.33899212	1.4004619	13.688273	-5.0252457	0.3390519	1.4008747	15.332566	-4.108272	-0.5682083	0.04849838	2078.5924937725067
36	0.0	0.0	0.0	0.0	61.0	105.6551	244.0	0.0	0.0	0.0	0.0	0.0	1.6	2.2891047	6.0	0.0	1000.0	1000.0	143999	0.15578304	1.3350021	13.987392	-4.208737	0.15550065	1.3358886	15.845822	-3.6852272	-0.3786149	0.04493782	2138.2800421714783
37	0.0	0.0	0.0	0.0	3.75	3.8971143	9.0	0.0	0.0	0.0	0.0	0.0	88.1	257.34973	860.0	0.0	1000.0	1000.0	147999	-0.043663315	1.2989019	14.231447	-4.134024	-0.043444507	1.2989933	17.225657	-4.768459	-0.16818392	0.044807725	2198.032741546631
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.3853722	8.0	0.0	1000.0	1000.0	151999	-0.23399594	1.2554208	15.635537	-4.5978765	-0.23392995	1.2556546	16.318962	-4.286415	0.031610675	0.04106673	2258.5867128372192
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	6.6400304	18.0	0.0	1000.0	1000.0	155999	-0.41016456	1.193649	18.309929	-4.202467	-0.41053265	1.1945325	16.870016	-4.1229434	0.22417769	0.04043933	2319.236609697342
40	0.0	0.0	0.0	0.0	2.75	2.9474566	7.0	0.0	0.1	0.29999998	1.0	0.0	12.5	27.48909	94.0	0.0	1000.0	1000.0	159999	-0.564438	1.1699101	12.714989	-4.436725	-0.5644561	1.170435	13.79103	-6.024355	0.37544402	0.037549857	2380.2488849163055
41	0.0	0.0	0.0	0.0	4.25	3.7666297	10.0	0.0	0.1	0.29999998	1.0	0.0	2.7	5.9	20.0	0.0	1000.0	1000.0	163999	-0.66229767	1.1656424	15.8517275	-5.421604	-0.6627614	1.1666763	15.9238	-4.6640344	0.4776482	0.03883094	2440.0810408592224
42	0.0	0.0	0.0	0.0	2.5	1.8027756	5.0	0.0	0.0	0.0	0.0	0.0	9.5	26.249762	88.0	0.0	1000.0	1000.0	167999	-0.7435164	1.1150775	13.207267	-4.779585	-0.74364614	1.1156101	13.3324585	-4.8972764	0.55546033	0.03576501	2499.140571832657
43	0.25	0.4330127	1.0	0.0	62.0	100.57833	236.0	0.0	0.1	0.29999998	1.0	0.0	98.8	293.40445	979.0	0.0	1000.0	967.8	171999	-0.7987939	1.1086226	13.847948	-5.07504	-0.7985458	1.1087645	13.653336	-5.089789	0.6178695	0.037661437	2561.472023010254
44	0.25	0.4330127	1.0	0.0	4.75	6.533567	16.0	0.0	0.0	0.0	0.0	0.0	17.5	36.20566	117.0	0.0	1000.0	1000.0	175999	-0.865415	1.1006181	13.7996855	-4.8503885	-0.86525124	1.1008073	12.316191	-4.8442926	0.685651	0.036746055	2620.578425168991
45	0.0	0.0	0.0	0.0	51.0	51.82181	115.0	0.0	0.0	0.0	0.0	0.0	114.6	244.50122	800.0	0.0	1000.0	1000.0	179999	-0.8967155	1.0954752	12.238113	-4.9366927	-0.89689803	1.0961889	13.363457	-4.901052	0.71072716	0.035992876	2677.6267096996307
46	0.0	0.0	0.0	0.0	22.0	36.95944	86.0	0.0	0.0	0.0	0.0	0.0	0.6	1.4966631	5.0	0.0	1000.0	1000.0	183999	-0.9214245	1.1235462	13.197012	-5.2191143	-0.9220478	1.1251794	13.764149	-4.704337	0.7364415	0.03846814	2735.6787502765656
47	0.0	0.0	0.0	0.0	9.0	13.379088	32.0	0.0	0.0	0.0	0.0	0.0	4.8	9.20652	28.0	0.0	1000.0	1000.0	187999	-0.9398411	1.1950257	14.004482	-5.0074015	-0.9401295	1.1960366	14.628178	-5.0141582	0.74877334	0.038691513	2793.177161216736
48	0.0	0.0	0.0	0.0	46.0	79.09804	183.0	0.0	0.0	0.0	0.0	0.0	11.2	23.671925	81.0	0.0	1000.0	1000.0	191999	-0.9639257	1.266364	13.076351	-5.233229	-0.9638482	1.2670246	18.987103	-4.846159	0.7632432	0.03981547	2852.98095870018
49	0.0	0.0	0.0	0.0	10.0	16.186415	38.0	0.0	0.0	0.0	0.0	0.0	28.9	57.19694	161.0	0.0	1000.0	1000.0	195999	-0.9909514	1.3157701	12.228459	-5.375497	-0.99106985	1.3161641	13.53087	-4.8271866	0.7908352	0.038669374	2909.99227976799
50	0.0	0.0	0.0	0.0	6.25	7.7580605	19.0	0.0	0.0	0.0	0.0	0.0	9.7	25.227169	85.0	0.0	1000.0	1000.0	199999	-1.0214357	1.328051	14.353773	-5.0103827	-1.0211349	1.327906	16.4423	-4.973979	0.84123755	0.03858468	2968.510828733444
51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.4	71.54887	239.0	0.0	1000.0	1000.0	203999	-1.0960782	1.3488586	13.818474	-4.967712	-1.0963572	1.3495119	14.641952	-5.2464466	0.9109125	0.03852321	3029.812668323517
52	0.25	0.4330127	1.0	0.0	5.5	4.609772	11.0	0.0	0.0	0.0	0.0	0.0	4.7	10.621204	36.0	0.0	1000.0	1000.0	207999	-1.1546234	1.3362952	12.314179	-5.4244304	-1.1545998	1.3367594	12.890536	-5.760715	0.9647479	0.039863054	3089.109292268753
53	0.25	0.4330127	1.0	0.0	0.25	0.4330127	1.0	0.0	0.1	0.29999998	1.0	0.0	27.5	80.513664	269.0	0.0	1000.0	1000.0	211999	-1.2241828	1.31701	12.377296	-5.7307186	-1.2242472	1.3174057	14.343014	-5.6608076	1.0391052	0.03931295	3150.4050471782684
