Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.41666666	0.7021792	2.0	0.0	96.25	51.74235	175.0	0.0	1000.0	3059.0	0.10196666666666666	-0.22300649	0.33691552	1.5905501	-1.308351	-0.15385146	0.5007029	1.4262307	-1.5932815	-6.519258e-09	-0.011630702	-1.0803342e-07	-0.004518604	0.34342152	-0.23408587	198.88254	-116.48862	0	0	1.6907094	0.0	1.837877	0.008875639	30000	52.19347381591797
1	0.375	0.69597054	2.0	0.0	100.625	65.63524	312.0	0.0	1000.0	5933.0	0.09888333333333334	-0.004034464	0.2547442	0.6346255	-0.77530175	8.937819	4.7031155	18.062923	-5.4579473	-7.450581e-09	-0.012550391	-2.9802322e-08	0.007227801	0.08774821	-0.017238494	82.23602	-4.52229	0	0	1.5961627	0.0	1.8373065	0.008404338	60000	105.5280487537384
2	0.6666667	0.89752746	4.0	0.0	120.75	66.46568	342.0	36.0	1000.0	9693.0	0.1077	0.06729372	0.30687684	0.85262716	-0.75866866	10.6989	4.780547	20.220148	-2.765796	-7.1013346e-09	-0.011192108	5.9604645e-08	-0.00022964412	0.09281026	-0.008825251	93.817444	-19.494848	0	0	1.748723	0.0	1.8512659	0.008804114	90000	157.92212080955505
3	1.7916666	1.6577889	6.0	0.0	131.79167	69.24051	321.0	33.0	1000.0	13674.0	0.11395	0.1202821	0.31594557	0.9338146	-0.6706505	13.871396	5.94407	27.306284	-1.8826925	-1.4901161e-08	-0.011797997	7.4505806e-08	-0.00611249	0.19003065	-0.050954062	118.38729	-13.160459	0	0	1.7330054	0.0	1.8552287	0.0095409425	120000	213.80971384048462
4	1.6666666	1.2472192	4.0	0.0	131.20833	60.015953	247.0	34.0	1000.0	17560.0	0.11706666666666667	0.3083881	0.3999305	1.5325218	-0.750158	13.12622	6.111996	31.345947	-2.523811	-1.1175871e-08	-0.011237813	0.0	-0.0051452722	0.21129608	-0.028112236	96.37951	-13.556234	0	0	1.8209977	0.0	1.8446305	0.008998335	150000	265.1805856227875
5	2.375	1.4086784	5.0	0.0	140.45833	53.571587	278.0	30.0	1000.0	21624.0	0.12013333333333333	0.36499763	0.44619483	1.7388589	-0.66766423	12.966386	5.351038	36.883778	-2.3246799	1.8626451e-08	-0.012010459	8.940697e-08	0.0019030012	0.21964298	-0.040802576	108.18772	-16.926016	0	0	1.6857908	0.0	1.8757112	0.00939196	180000	310.29639530181885
6	3.5416667	1.9574466	8.0	1.0	125.583336	53.496822	252.0	60.0	1000.0	25570.0	0.12176190476190477	0.5123075	0.38483375	1.6475201	-0.45033684	14.609423	5.9079294	39.2154	-1.5697474	3.7252903e-09	-0.011293519	5.9604645e-08	-0.0035802126	0.2242127	-0.043471992	109.60249	-20.985989	0	0	1.7643573	0.0	1.9015152	0.009348789	210000	365.9113190174103
7	3.125	2.1077733	8.0	0.0	155.5	47.49386	245.0	64.0	1000.0	29941.0	0.12475416666666667	0.5680824	0.45815235	2.0581272	-0.6988857	13.694203	5.1691747	39.408268	4.0409822	9.313226e-10	-0.010280263	4.4703484e-08	-0.0018048696	0.28648844	-0.06289403	112.46099	-19.727457	0	0	1.9197054	0.0	1.9042132	0.009336401	240000	419.507688999176
8	3.25	1.9632032	9.0	0.0	166.83333	64.52627	305.0	63.0	1000.0	34599.0	0.12814444444444445	0.63609153	0.46439132	2.588853	-0.45662794	15.373494	5.104386	40.67487	6.087117	9.778887e-09	-0.011103594	2.9802322e-08	-0.014818632	0.22179669	-0.04992257	121.41632	-30.501202	0	0	1.8296486	0.0	1.8730059	0.009195526	270000	471.51696610450745
9	3.4166667	1.4976834	6.0	1.0	139.625	42.30131	223.0	57.0	1000.0	38812.0	0.12937333333333334	0.67071235	0.44935802	2.3962533	-0.7017501	14.516781	5.979882	47.775146	-3.423632	1.3969839e-09	-0.011331573	-4.4703484e-08	-0.015063924	0.21494068	-0.04767797	92.63619	-27.007341	0	0	1.819754	0.0	1.8557186	0.009481719	300000	525.1374390125275
10	4.5	2.0412414	11.0	1.0	123.833336	43.5016	202.0	46.0	1000.0	42801.0	0.1297	0.75694007	0.45786315	2.7646708	-0.2949684	15.169654	5.190968	42.356293	0.8758785	9.313226e-10	-0.0122412	0.0	-0.0016977093	0.2728231	-0.0720572	92.90524	-26.478622	0	0	1.7800548	0.0	1.8722123	0.009709886	330000	574.8480203151703
11	5.0	2.7233558	11.0	1.0	125.458336	54.154854	213.0	52.0	1000.0	46483.0	0.12911944444444445	0.8804297	0.4961168	2.6475677	-0.34756857	13.973953	4.7498612	40.273975	0.9149736	-7.450581e-09	-0.009546069	-3.7252903e-08	-0.005478028	0.29233497	-0.10382779	76.236435	-18.377773	0	0	2.0351658	0.0	1.8391724	0.009588386	360000	627.5471875667572
12	4.25	2.2032173	9.0	0.0	159.25	49.142014	286.0	60.0	1000.0	51032.0	0.13085128205128205	0.8964931	0.56316245	2.5708106	-0.50543165	12.5431	5.2289267	42.28273	-1.1118708	-7.683411e-09	-0.010981396	0.0	-0.011095103	0.2931067	-0.1044738	124.28777	-41.51435	0	0	1.8631839	0.0	1.8247657	0.009219812	390000	682.761198759079
13	5.9166665	3.1080093	13.0	2.0	134.04167	60.884785	271.0	45.0	1000.0	54898.0	0.1307095238095238	0.9527974	0.58525616	2.89623	-0.38131902	14.694817	5.939618	50.088253	1.9871421	1.3038516e-08	-0.009893653	-5.2154064e-08	-0.009010311	0.352484	-0.1028257	103.61905	-30.854267	0	0	1.9648871	0.0	1.8140423	0.009460885	420000	736.2374000549316
14	5.9583335	2.1307113	11.0	2.0	127.25	51.255283	254.0	51.0	1000.0	58530.0	0.13006666666666666	1.1055723	0.5578683	2.8831751	-0.21178591	12.908019	4.647235	49.10459	2.9881344	1.1175871e-08	-0.011646929	3.7252903e-08	-0.0048447317	0.2727707	-0.078082636	75.46863	-22.609337	0	0	1.8147753	0.0	1.786679	0.00946559	450000	786.9284179210663
15	5.7083335	2.4913042	13.0	1.0	136.0	55.192844	273.0	62.0	1000.0	62725.0	0.13067708333333333	1.1754724	0.5720715	2.7271926	-0.3858074	12.809737	4.659858	41.89577	-2.280329	-1.8626451e-09	-0.011391992	-4.4703484e-08	-0.009879397	0.2762743	-0.083267406	93.95705	-33.872627	0	0	1.76741	0.0	1.7957085	0.009259442	480000	838.8607738018036
16	6.2916665	2.050999	11.0	3.0	133.125	44.577003	203.0	34.0	1000.0	66474.0	0.13034117647058824	1.1993495	0.5944416	2.7811763	-0.508366	13.968778	5.1009946	46.47501	3.0777898	2.7939677e-09	-0.010414408	0.0	-0.010837769	0.19282906	-0.05385293	78.462395	-30.201454	0	0	1.8644744	0.0	1.7948859	0.009213871	510000	891.3316836357117
17	7.75	1.7139137	12.0	5.0	131.79167	52.26055	313.0	53.0	1000.0	70429.0	0.13042407407407408	1.3625149	0.5189753	2.6238492	-0.047135532	13.290854	5.7920203	42.69723	-0.8063723	9.313226e-10	-0.010516834	-4.4703484e-08	-0.005019068	0.2609955	-0.08084674	92.12778	-36.053505	0	0	1.818196	0.0	1.7429348	0.009578938	540000	944.2857792377472
18	7.5416665	2.5162663	13.0	3.0	127.375	74.60329	421.0	44.0	1000.0	74623.0	0.13091754385964913	1.4076285	0.51998365	3.0594254	-0.12969926	13.240656	5.667826	42.95865	-3.4228346	8.381903e-09	-0.0105948	-5.9604645e-08	-0.0041877395	0.3144398	-0.10107824	123.53105	-55.589043	0	0	1.8610272	0.0	1.7288785	0.008943377	570000	1001.1052823066711
19	6.875	2.6819224	14.0	4.0	130.04167	34.618732	208.0	47.0	1000.0	78480.0	0.1308	1.4428384	0.59312487	3.6155515	-0.76166373	13.766328	5.7302747	53.67742	-0.9293544	-1.1175871e-08	-0.011832034	-3.7252903e-09	-0.015039912	0.37618068	-0.16022027	79.93948	-32.08996	0	0	1.7433784	0.0	1.7189542	0.00950589	600000	1058.9438314437866
