Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
1	0.0	0.0	0.0	0.0	72.0	124.70766	288.0	0.0	0.6	0.8	2.0	0.0	106.0	212.00424	533.0	0.0	1000.0	1000.0	3999	-0.79301196	-0.79298	0.79074335	0.04413301	0.537374	0.100000024	79.42183637619019
2	0.0	0.0	0.0	0.0	23.0	23.685438	54.0	0.0	0.6	0.66332495	2.0	0.0	21.4	64.200005	214.0	0.0	1000.0	1000.0	7999	-0.7400672	-0.74023837	0.7029793	0.089024656	0.7420983	0.10000002	176.83533358573914
3	0.75	1.299038	3.0	0.0	65.0	66.520676	150.0	0.0	0.9	1.2206556	4.0	0.0	37.4	46.656616	139.0	0.0	1000.0	1000.0	11999	-0.10659884	-0.106701165	0.07772127	0.13157807	0.7849919	0.10000002	275.2462651729584
4	1.0	1.7320508	4.0	0.0	0.0	0.0	0.0	0.0	1.9	1.2206556	4.0	0.0	10.4	22.459742	74.0	0.0	1000.0	1000.0	15999	0.5072736	0.5074471	-0.5199809	0.14222194	0.906634	0.10000002	377.49365878105164
5	3.75	3.7666297	10.0	0.0	4.75	5.7172985	14.0	0.0	1.2	2.1354158	7.0	0.0	44.8	117.755516	397.0	0.0	1000.0	1000.0	19999	1.0976065	1.0977407	-1.0889231	0.14370576	0.8428053	0.10000002	494.92383575439453
6	4.0	2.5495098	7.0	0.0	115.5	122.05429	318.0	0.0	3.5	2.7294688	9.0	0.0	79.8	61.99645	163.0	0.0	1000.0	1000.0	23999	1.7303492	1.7303288	-1.708498	0.19887884	0.93724996	0.10000002	606.992348909378
7	5.5	3.354102	10.0	1.0	10.5	13.067134	32.0	0.0	7.6	2.059126	11.0	4.0	63.2	43.291573	133.0	0.0	1000.0	1000.0	27999	2.268997	2.2690125	-2.2403245	0.24249734	1.1685984	0.10000002	719.7063233852386
8	6.75	2.58602	11.0	4.0	60.5	40.388737	111.0	0.0	5.0	2.8635643	11.0	2.0	108.7	106.29962	320.0	15.0	1000.0	1000.0	31999	3.6616616	3.661895	-3.646471	0.32622704	1.4246436	0.10000002	831.6088080406189
9	5.0	4.84768	12.0	0.0	26.5	15.532225	38.0	0.0	4.7	2.147091	7.0	0.0	66.1	105.17742	331.0	0.0	1000.0	1000.0	35999	5.2805014	5.2804055	-5.2552395	0.3338593	1.4580308	0.10000002	941.2452080249786
10	5.75	4.0233693	12.0	1.0	27.5	34.25274	85.0	0.0	6.6	3.8	15.0	0.0	37.3	40.603077	125.0	0.0	1000.0	1000.0	39999	6.457587	6.4574075	-6.4044356	0.3544411	1.4508791	0.10000002	1057.4628691673279
11	2.0	1.5811388	4.0	0.0	69.25	29.311901	113.0	33.0	2.7	2.0518284	8.0	0.0	45.2	108.13769	368.0	0.0	1000.0	1000.0	43999	7.227542	7.2273383	-7.1626563	0.41047406	1.4476924	0.10000002	1167.6955738067627
12	7.5	5.408327	15.0	0.0	9.75	6.417749	16.0	0.0	5.2	3.7629776	13.0	1.0	50.1	83.67729	238.0	0.0	1000.0	1000.0	47999	7.7444	7.744356	-7.6669426	0.44779626	1.4335659	0.10000002	1281.0103995800018
