Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Optim_A	Optim_B	Optim_c	Optim_q	Optim_r	Optim_s	Optim_Lam	Optim_Nu	OptimCase	Margin	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.16666667	0.372678	1.0	0.0	77.208336	100.79847	429.0	0.0	1000.0	2242.0	0.07473333333333333	-0.25134337	0.26569265	0.90805966	-1.3364698	-0.11758049	0.46769962	1.5420512	-1.3316692	5.122274e-09	-0.008721594	-4.4703484e-08	-0.049199514	0.37133524	-0.17790003	307.12784	-160.84521	0.2696154	0.0	0.006567559	0.0053741517	0.052208334	0.006866863	0.0074685365	0.18636255	1.1054702	0.2696154	1.0	0.0	0.0	1.837877	0.009307977	30000	55.34602642059326
1	0.041666668	0.1998263	1.0	0.0	65.708336	76.38743	255.0	0.0	1000.0	4340.0	0.07233333333333333	-0.28505108	0.37881985	1.1874547	-2.4370735	4.273634	8.2127495	29.41795	-10.213533	-9.313226e-09	-0.007596378	8.940697e-08	-0.0431544	0.21424621	-0.029306853	117.974625	-47.445457	0.2489293	0.0	0.0068425145	0.010185663	0.040708337	0.0072873575	-0.008666748	0.16885181	0.81962126	0.2489293	1.0	0.0	0.0	1.8664017	0.008431387	60000	142.61616826057434
2	0.083333336	0.2763854	1.0	0.0	68.916664	82.72138	270.0	0.0	1000.0	6335.0	0.07038888888888889	-0.32986322	0.34539205	0.74275994	-1.7896187	5.8158755	10.71591	45.035553	-13.342064	-1.1175871e-08	-0.008524833	-2.2351742e-08	-0.04338926	0.20546365	-0.051820707	80.92642	-33.577194	0.2619665	0.0	0.007857617	0.0077163167	0.043916665	0.007922238	0.0031853125	0.157011	1.0091144	0.2619665	1.0	0.0	0.0	1.91164	0.009113985	90000	223.52913284301758
3	0.16666667	0.372678	1.0	0.0	98.291664	98.724144	322.0	0.0	1000.0	9471.0	0.078925	-0.24884388	0.4092119	1.6140963	-1.4361405	7.20747	12.054728	52.973785	-14.485959	-1.1175871e-08	0.0010799048	-5.2154064e-08	-0.07592879	0.19161451	-0.075946696	143.62756	-81.99829	0.27643532	0.0	0.008308856	-0.0005242014	0.07329167	0.008423526	-0.0054783174	0.2617236	0.0	0.27643532	0.0	0.0	0.0	1.9336387	0.009535302	120000	317.4616553783417
4	0.041666668	0.1998263	1.0	0.0	65.041664	97.30428	375.0	0.0	1000.0	11591.0	0.07727333333333333	-0.15781856	0.35863334	1.3254125	-1.8367878	8.651716	14.608063	64.81288	-15.528259	-1.0244548e-08	-0.008660163	8.940697e-08	-0.045188673	0.17192222	-0.060176633	121.724	-72.20985	0.15976845	0.0	0.007433996	0.013612639	0.040041663	0.007874388	-0.010514077	0.2510168	0.73899245	0.15976845	1.0	0.0	0.0	1.9577205	0.00846446	150000	402.3665072917938
5	0.20833333	0.40611646	1.0	0.0	63.166668	60.98201	227.0	0.0	1000.0	13392.0	0.0744	-0.14402899	0.35038736	1.0278925	-1.4853141	4.342449	10.089632	68.57884	-42.92873	7.450581e-09	-0.0074299113	9.685755e-08	-0.04292941	0.13511518	-0.036874864	96.35515	-55.852486	0.18265294	0.0	0.006679786	0.012550147	0.03816667	0.0069965553	-0.007870131	0.19553334	0.72955304	0.18265294	1.0	0.0	0.0	1.9690315	0.0086140875	180000	484.92719650268555
6	0.20833333	0.40611646	1.0	0.0	112.916664	105.7288	426.0	0.0	1000.0	16476.0	0.07845714285714285	-0.11057965	0.39890063	1.3785189	-1.3465365	9.450436	13.013723	69.317444	-8.463218	-1.5832484e-08	0.0024093967	-1.4901161e-08	-0.06614734	0.1303637	-0.04826253	156.58159	-77.35332	0.3066981	0.0	0.007534624	-0.016352529	0.087916665	0.007824214	-0.007846855	0.2126218	0.0	0.3066981	0.0	0.0	0.0	1.98879	0.008587264	210000	573.6211001873016
7	0.25	0.4330127	1.0	0.0	48.375	62.827682	249.0	0.0	1000.0	17809.0	0.07420416666666667	0.0012233647	0.35036895	1.0802789	-1.3636637	5.3738365	9.815957	73.92239	-14.819941	2.6077032e-08	-0.010210395	1.1175871e-08	-0.03533959	0.1292673	-0.054683324	48.795776	-23.838774	0.18421225	0.0	0.0069710924	0.016408823	0.023375	0.008046561	-0.012791814	0.1521481	0.651796	0.18421225	1.0	0.0	0.0	1.983676	0.008648975	240000	653.9878575801849
8	0.41666666	0.6400955	2.0	0.0	64.541664	59.20373	243.0	0.0	1000.0	19585.0	0.07253703703703704	-0.074222125	0.39791057	1.290013	-1.2772995	4.549843	7.782904	71.2114	-4.325091	1.8626451e-09	-0.0070307786	-5.9604645e-08	-0.044322092	0.121536344	-0.04747565	90.803116	-49.564407	0.35857597	0.0	0.010063996	0.009673898	0.039541665	0.011351664	-0.013963318	0.1514166	1.0199631	0.35857597	1.0	0.0	0.0	2.0038795	0.008559097	270000	745.7273111343384
9	0.375	0.6332785	2.0	0.0	87.75	114.18816	531.0	0.0	1000.0	22234.0	0.07411333333333334	-0.009524823	0.47340402	1.6452377	-1.5173855	6.4753633	9.776146	66.86781	-4.257079	1.1641532e-08	0.00163926	-2.9802322e-08	-0.060143247	0.15698531	-0.078638986	161.2865	-96.22901	0.3438981	0.0	0.0076030307	-0.0032839696	0.06275	0.00776894	-0.0052968874	0.16911045	0.0	0.3438981	0.0	0.0	0.0	2.0127935	0.0091037145	300000	823.8721439838409
