Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	0.39285713	0.83833534	3.0	0.0	132.08928	107.25509	414.0	0.0	1000.0	8089.0	0.13481666666666667	-0.29519364	0.5075594	2.188254	-2.27363	0.011205449	0.65261835	2.4743054	-2.655081	-5.820766e-10	0.0011571688	-2.3841858e-07	-0.0036632866	0.4249822	-0.3002503	424.05908	-263.56235	0	0	1.0	11.027262	0.026128575	60000	138.56511282920837
1	0.4107143	0.9406833	4.0	0.0	104.71429	107.86759	447.0	0.0	1000.0	14846.0	0.12371666666666667	-0.10939516	0.18175638	0.75566596	-0.8713995	9.68366	10.420989	29.123251	-15.046341	1.3387762e-08	0.013280958	0.0	-0.0030489871	0.12344194	-0.019995017	140.76447	-27.854313	0	0	1.0	11.028371	0.031307213	120000	288.3889751434326
2	0.3392857	0.6621606	3.0	0.0	116.51786	119.89609	481.0	0.0	1000.0	21669.0	0.12038333333333333	-0.124568634	0.18105704	0.9812562	-0.76800025	9.880909	9.980413	33.263287	-13.255444	-1.3038516e-08	-0.040613696	1.0430813e-07	0.04075471	0.095507935	-0.01564108	160.75436	-50.309883	0	0	17.0	11.029104	0.012619082	180000	439.0964343547821
3	0.6785714	1.119744	5.0	0.0	149.23215	122.04112	434.0	0.0	1000.0	30576.0	0.1274	-0.07460607	0.20215045	1.0918335	-0.62907493	15.340881	13.521462	43.70419	-15.075296	-5.355105e-09	-0.03887307	-1.2665987e-07	0.020833902	0.1285201	-0.02330013	173.36227	-42.137363	0	0	17.0	11.017462	0.013250579	240000	592.5071320533752
4	0.51785713	1.0854734	5.0	0.0	110.28571	115.57816	459.0	0.0	1000.0	37005.0	0.12335	-0.04458514	0.19792613	1.0922093	-0.64737546	12.06535	11.671683	40.488827	-10.427403	-3.7252903e-09	-0.03936083	-2.9802322e-08	0.0209561	0.114020005	-0.026769897	193.96994	-36.2701	0	0	16.0	10.978789	0.013529947	300000	752.3188066482544
5	0.2857143	0.6738558	3.0	0.0	119.41071	101.34379	348.0	0.0	1000.0	44509.0	0.12363611111111111	-0.06727594	0.18437518	0.89860195	-0.5963862	10.558772	9.342883	39.01807	-10.761021	-1.3038516e-08	-0.037635732	2.2351742e-08	0.024838252	0.08934995	-0.017768439	137.59378	-29.135567	0	0	15.0	10.939932	0.013158975	360000	891.9169018268585
6	0.39285713	0.77179223	3.0	0.0	162.78572	115.3954	448.0	0.0	1000.0	54319.0	0.12933095238095238	-0.052805685	0.17917429	0.63398093	-0.5768822	14.989479	11.569425	40.276737	-8.963483	-1.3969839e-08	-0.03668694	-2.2351742e-08	0.022528742	0.08918975	-0.016161961	176.49011	-33.200268	0	0	14.0	10.909266	0.012879466	420000	1036.2089450359344
7	0.48214287	1.1493953	6.0	0.0	136.83928	120.3726	453.0	0.0	1000.0	62494.0	0.13019583333333334	-0.07467537	0.16226949	0.7531645	-0.60434777	13.597401	11.671571	43.151867	-10.929165	-1.8626451e-09	-0.03596402	-5.2154064e-08	0.014701426	0.122165434	-0.030365761	168.49939	-35.202065	0	0	15.0	10.885872	0.013573832	480000	1200.7154178619385
8	0.35714287	0.89499736	5.0	0.0	150.32143	114.45977	437.0	0.0	1000.0	71473.0	0.1323574074074074	-0.04863197	0.2176133	1.011232	-0.6996901	15.410754	11.212671	46.45003	-10.388012	5.5879354e-09	-0.03837324	-1.8626451e-08	0.018237416	0.09800728	-0.027215758	176.14322	-38.26628	0	0	15.0	10.875738	0.013495765	540000	1340.5809934139252
9	0.19642857	0.51476914	2.0	0.0	141.89285	122.45359	434.0	0.0	1000.0	79886.0	0.13314333333333334	-0.052065104	0.1696128	0.7044069	-0.5254348	14.788938	12.2357645	46.949986	-8.518321	1.6763806e-08	-0.03772828	-1.4156103e-07	0.032233328	0.0741594	-0.016884051	189.3269	-49.845654	0	0	14.0	10.849096	0.0133736245	600000	1501.8689012527466
