Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.39285713	0.83833534	3.0	0.0	132.08928	107.25509	414.0	0.0	1000.0	8089.0	0.13481666666666667	-0.29519364	0.5075594	2.188254	-2.27363	0.011205449	0.65261835	2.4743054	-2.655081	-5.820766e-10	-0.041674048	-2.3841858e-07	-0.0047509437	0.4249822	-0.3002503	424.05908	-263.56235	0	0	0.477801	0.0	11.027262	0.008981921	60000	101.89664697647095
1	0.23214285	0.59734744	3.0	0.0	119.83929	127.93941	402.0	0.0	1000.0	15243.0	0.127025	-0.10778174	0.1764619	0.8193427	-0.871932	9.522039	10.5734005	29.14819	-13.740911	-1.1175871e-08	-0.04277232	1.0803342e-07	0.013439232	0.10662722	-0.018100942	171.06033	-51.994812	0	0	0.4649573	0.0	11.030332	0.009002389	120000	227.20324850082397
2	0.44642857	0.88478494	3.0	0.0	99.33929	106.38177	433.0	0.0	1000.0	21149.0	0.11749444444444444	-0.13892215	0.15451743	0.6274852	-0.65989673	9.509484	11.8440075	38.60389	-12.881414	-5.122274e-09	-0.042762384	5.9604645e-08	0.025559321	0.11657088	-0.017438471	135.96078	-32.08148	0	0	0.48788574	0.0	11.02017	0.008980363	180000	340.18270444869995
3	0.35714287	0.8329931	4.0	0.0	123.53571	110.840614	480.0	0.0	1000.0	28473.0	0.1186375	-0.09036302	0.18661618	1.0220568	-0.72269124	11.3152895	10.95854	35.046787	-5.2638307	-8.381903e-09	-0.042554185	5.9604645e-08	0.017650913	0.1048104	-0.021037916	151.79776	-29.005077	0	0	0.4886831	0.0	11.024068	0.008940682	240000	464.8614764213562
4	0.30357143	0.7299619	4.0	0.0	124.73214	121.638	446.0	0.0	1000.0	35857.0	0.11952333333333333	-0.0951825	0.18839298	0.99451715	-0.6482258	11.909512	11.5744505	38.23117	-11.996802	-1.3969839e-09	-0.04143694	8.754432e-08	0.020474326	0.08016275	-0.014707418	146.40558	-25.16288	0	0	0.49145213	0.0	11.027103	0.008976651	300000	571.1545827388763
5	0.16071428	0.36726722	1.0	0.0	142.375	125.63589	443.0	0.0	1000.0	44848.0	0.12457777777777777	-0.117181756	0.15495425	0.6920733	-0.6535121	12.524198	12.048232	41.045773	-8.252931	-8.381903e-09	-0.041418884	4.0978193e-08	0.029697463	0.07420394	-0.011141	173.53127	-53.34806	0	0	0.48687905	0.0	11.025716	0.008947963	360000	685.2134718894958
6	0.32142857	0.78164536	3.0	0.0	128.30357	121.364555	412.0	0.0	1000.0	52344.0	0.12462857142857142	-0.11891406	0.16197939	0.591936	-0.6237673	14.995979	13.74512	46.67842	-13.940602	1.8626451e-09	-0.041844647	-2.2351742e-08	0.013553797	0.08664255	-0.015538113	174.22215	-57.53757	0	0	0.49663052	0.0	11.008973	0.008974481	420000	810.4682490825653
7	0.30357143	0.6244896	3.0	0.0	135.55357	132.06422	562.0	0.0	1000.0	60242.0	0.12550416666666667	-0.11551721	0.18502812	0.76703084	-0.6400792	10.340274	11.311058	42.902283	-7.971915	0.0	-0.040001005	-8.195639e-08	0.021930113	0.08558019	-0.015677614	183.3782	-58.360996	0	0	0.5104015	0.0	11.003062	0.009010369	480000	922.3886783123016
8	0.375	0.91734284	5.0	0.0	133.83928	138.0331	569.0	0.0	1000.0	68582.0	0.1270037037037037	-0.08244969	0.1963	0.91658175	-0.66631484	14.735237	14.047684	50.94272	-8.7777195	-1.1175871e-08	-0.0429876	5.2154064e-08	0.029233329	0.1083405	-0.02032305	198.02588	-46.31967	0	0	0.50161386	0.0	11.006719	0.008992174	540000	1048.2699975967407
9	0.21428572	0.5890151	3.0	0.0	142.75	119.623405	410.0	0.0	1000.0	77044.0	0.12840666666666667	-0.06541879	0.1978038	0.97929955	-0.6438306	14.845879	13.465833	50.692326	-8.8358555	1.4901161e-08	-0.041688915	-5.2154064e-08	0.023019988	0.08117076	-0.018389618	158.25877	-38.746395	0	0	0.49492773	0.0	11.006612	0.009005746	600000	1148.3570919036865
