Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	0.5	0.5	1.0	0.0	26.25	31.067467	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	3999	0.183206	0.44564736	12.888188	-1.6001034	0.18316299	0.44613612	13.305691	-1.6085596	-0.37064934	0.015025056	53.16042757034302
2	0.0	0.0	0.0	0.0	55.0	58.94913	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	1.1184081	1.2138753	13.768922	-3.267546	1.1183174	1.2139072	13.825005	-3.1544096	-1.4451573	0.031582255	115.47568130493164
3	0.0	0.0	0.0	0.0	33.0	41.677334	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	2.283699	1.8889204	14.473719	-5.992169	2.283643	1.8890042	15.047863	-5.759387	-2.5474012	0.035487305	177.2093152999878
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	15999	2.7557027	1.9875036	15.63755	-5.9527125	2.75574	1.987484	16.091772	-5.763444	-2.9856708	0.03397975	239.59541273117065
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	19999	2.6993716	1.6855547	17.927485	-4.5574236	2.699411	1.6855727	17.974691	-4.766488	-2.9208207	0.029832836	302.8882112503052
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	23999	2.7613835	1.7782807	17.445917	-3.3724236	2.7613413	1.7783189	17.919125	-3.3058257	-2.9961672	0.025086952	367.75289273262024
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	27999	2.9641457	1.8031627	17.805044	-3.0836785	2.9641628	1.8031243	18.025196	-3.0943596	-3.1802926	0.019933768	433.3046097755432
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	31999	2.977227	1.7560401	17.376802	-2.6036406	2.9772496	1.7560539	17.91613	-2.402158	-3.1726704	0.01950862	497.4614007472992
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	35999	3.362781	1.7855601	17.37849	-2.3679028	3.3626635	1.7857254	17.631338	-2.7020392	-3.6947048	0.023877766	562.0706837177277
10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	39999	3.9550107	1.7091407	17.125828	-2.2374425	3.9550161	1.7091699	16.694641	-2.3534245	-4.2611785	0.025147704	626.6103837490082
