Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	247999	35248.676	18555.074	155715.61	6360.772	35248.72	18554.896	156812.72	4860.122	172.29427	74.96148	812.6417	30.304447	-35751.992	1639047.2	6147.5577211380005
63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	251999	38026.645	19854.176	164351.38	7718.992	38026.68	19854.209	163421.12	6152.2827	176.29169	75.05165	841.5105	25.59171	-38546.47	1873781.5	6246.182491064072
64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.5	151.5	505.0	0.0	1000.0	1000.0	255999	41021.08	21226.982	172127.12	8283.626	41020.96	21226.623	171282.48	7716.6445	180.26288	79.613464	843.7889	26.540108	-41571.793	2005385.9	6344.3116137981415
65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	259999	43769.062	22217.258	183124.92	7797.9214	43769.043	22216.258	183923.44	7747.8467	181.65446	80.86701	856.23706	22.766563	-44348.977	2214789.8	6442.925064325333
66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	263999	46259.0	23228.422	185817.69	10965.348	46259.168	23227.754	184367.78	8837.468	188.24878	85.701515	888.99664	23.872091	-46848.113	2365378.0	6542.208948373795
67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	267999	48515.49	23858.62	192856.95	11471.948	48515.656	23858.203	193648.84	6894.4214	195.93596	87.80851	923.4034	18.686619	-49112.855	2447838.2	6641.345734357834
68	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	271999	50693.008	24425.08	205644.61	11209.397	50692.86	24425.447	204893.1	9677.498	201.56445	90.510864	1007.1419	23.56113	-51308.066	2638534.0	6740.954003095627
69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	275999	52759.625	25500.244	213033.08	10166.817	52759.65	25499.13	212494.25	7420.991	203.70139	91.88108	999.38934	30.748772	-53387.773	2649090.0	6839.761578083038
70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	279999	54564.863	26029.56	218796.84	11489.574	54565.06	26029.148	218481.55	11870.914	207.51752	98.80662	1146.8679	28.166096	-55199.336	2738958.8	6938.563700914383
71	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	283999	56069.074	26628.4	220877.44	9079.612	56069.074	26627.479	220988.75	6409.549	213.89954	103.3979	1266.685	27.48182	-56707.63	2840568.0	7038.468097925186
72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	287999	57406.203	27238.566	227526.28	9427.38	57406.234	27238.088	226838.69	6305.971	211.3485	99.65381	1194.1218	29.591702	-58064.66	2978607.5	7138.106694459915
73	0.0	0.0	0.0	0.0	14.5	25.114737	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	291999	59008.23	28630.361	235780.56	7598.4683	59007.965	28629.574	234526.02	6621.46	212.28676	99.68228	1189.334	26.891129	-59677.34	3175584.0	7238.148153066635
74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	295999	60808.316	29680.055	235727.72	9495.313	60808.516	29678.746	237519.84	5203.1367	210.59314	99.42298	1071.0907	28.028244	-61502.504	3254000.8	7338.183314561844
75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	299999	62480.234	30665.05	236111.56	6449.01	62480.25	30664.623	236576.92	1731.219	212.61755	100.739586	1055.5603	28.698563	-63177.63	3472254.0	7437.327949047089
76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	303999	63844.773	30994.273	231149.05	6204.468	63844.855	30994.902	232064.36	5827.333	217.19476	103.707504	982.77057	28.903704	-64562.266	3725977.5	7536.62726521492
